exp_moment,animal_ID,model,hpo_config,pretrain_type,n_pretrain_sessions,repeat_idx,total_reward,n_actions,seed,timestamp
251130-134624,031,DRQN_rand,large_net,none,0,4,22.0,270,46,2026-03-16T18:51:03.863992
251130-134624,031,DRQN_rand,large_net,prior_sessions_same_maze,2,4,28.0,270,46,2026-03-16T18:51:08.121948
251129-155326,031,DRQN_rand,large_net,none,0,0,125.0,420,42,2026-03-16T18:51:11.916288
251129-155326,031,DRQN_rand,large_net,prior_sessions_same_maze,7,0,294.0,420,42,2026-03-16T18:51:26.976846
251129-155326,031,DRQN_rand,large_net,none,0,1,162.0,420,43,2026-03-16T18:51:29.143003
251129-155326,031,DRQN_rand,large_net,prior_sessions_same_maze,7,1,12.0,420,43,2026-03-16T18:51:41.607601
251129-155326,031,DRQN_rand,large_net,none,0,2,120.0,420,44,2026-03-16T18:51:45.559077
251129-155326,031,DRQN_rand,large_net,prior_sessions_same_maze,7,2,96.0,420,44,2026-03-16T18:51:57.414034
251129-155326,031,DRQN_rand,large_net,none,0,3,73.0,420,45,2026-03-16T18:51:59.994950
251129-155326,031,DRQN_rand,large_net,prior_sessions_same_maze,7,3,122.0,420,45,2026-03-16T18:52:11.497848
251129-155326,031,DRQN_rand,large_net,none,0,4,176.0,420,46,2026-03-16T18:52:13.740025
251129-155326,031,DRQN_rand,large_net,prior_sessions_same_maze,7,4,202.0,420,46,2026-03-16T18:52:26.663898
251128-125956,031,DRQN_rand,large_net,none,0,0,83.0,271,42,2026-03-16T18:52:28.844517
251128-125956,031,DRQN_rand,large_net,prior_sessions_same_maze,6,0,188.0,271,42,2026-03-16T18:52:40.095552
251128-125956,031,DRQN_rand,large_net,none,0,1,84.0,271,43,2026-03-16T18:52:42.367664
251128-125956,031,DRQN_rand,large_net,prior_sessions_same_maze,6,1,76.0,271,43,2026-03-16T18:52:51.299241
251128-125956,031,DRQN_rand,large_net,none,0,2,64.0,271,44,2026-03-16T18:52:52.959440
251128-125956,031,DRQN_rand,large_net,prior_sessions_same_maze,6,2,134.0,271,44,2026-03-16T18:53:02.827340
251128-125956,031,DRQN_rand,large_net,none,0,3,55.0,271,45,2026-03-16T18:53:04.203654
251128-125956,031,DRQN_rand,large_net,prior_sessions_same_maze,6,3,105.0,271,45,2026-03-16T18:53:12.405975
251128-125956,031,DRQN_rand,large_net,none,0,4,87.0,271,46,2026-03-16T18:53:13.688014
251128-125956,031,DRQN_rand,large_net,prior_sessions_same_maze,6,4,208.0,271,46,2026-03-16T18:53:23.975997
251127-113857,031,DRQN_rand,large_net,none,0,0,54.0,140,42,2026-03-16T18:53:24.887915
251127-113857,031,DRQN_rand,large_net,prior_sessions_same_maze,5,0,55.0,140,42,2026-03-16T18:53:31.601982
251127-113857,031,DRQN_rand,large_net,none,0,1,38.0,140,43,2026-03-16T18:53:32.293806
251127-113857,031,DRQN_rand,large_net,prior_sessions_same_maze,5,1,81.0,140,43,2026-03-16T18:53:39.712157
251127-113857,031,DRQN_rand,large_net,none,0,2,33.0,140,44,2026-03-16T18:53:40.429047
251127-113857,031,DRQN_rand,large_net,prior_sessions_same_maze,5,2,32.0,140,44,2026-03-16T18:53:46.991383
251127-113857,031,DRQN_rand,large_net,none,0,3,42.0,140,45,2026-03-16T18:53:47.696883
251127-113857,031,DRQN_rand,large_net,prior_sessions_same_maze,5,3,50.0,140,45,2026-03-16T18:53:58.025552
251127-113857,031,DRQN_rand,large_net,none,0,4,33.0,140,46,2026-03-16T18:53:58.895000
251127-113857,031,DRQN_rand,large_net,prior_sessions_same_maze,5,4,77.0,140,46,2026-03-16T18:54:05.987074
251126-135239,031,DRQN_rand,large_net,none,0,0,93.0,317,42,2026-03-16T18:54:08.186351
251126-135239,031,DRQN_rand,large_net,prior_sessions_same_maze,4,0,221.0,317,42,2026-03-16T18:54:15.499178
251126-135239,031,DRQN_rand,large_net,none,0,1,110.0,317,43,2026-03-16T18:54:16.733182
251126-135239,031,DRQN_rand,large_net,prior_sessions_same_maze,4,1,70.0,317,43,2026-03-16T18:54:23.224089
251126-135239,031,DRQN_rand,large_net,none,0,2,92.0,317,44,2026-03-16T18:54:25.225684
251126-135239,031,DRQN_rand,large_net,prior_sessions_same_maze,4,2,231.0,317,44,2026-03-16T18:54:32.494030
251126-135239,031,DRQN_rand,large_net,none,0,3,55.0,317,45,2026-03-16T18:54:34.335616
251126-135239,031,DRQN_rand,large_net,prior_sessions_same_maze,4,3,110.0,317,45,2026-03-16T18:54:40.922993
251126-135239,031,DRQN_rand,large_net,none,0,4,123.0,317,46,2026-03-16T18:54:42.184558
251126-135239,031,DRQN_rand,large_net,prior_sessions_same_maze,4,4,95.0,317,46,2026-03-16T18:54:47.952558
251125-162636,031,DRQN_rand,large_net,none,0,0,98.0,327,42,2026-03-16T18:54:49.641783
251125-162636,031,DRQN_rand,large_net,prior_sessions_same_maze,3,0,122.0,327,42,2026-03-16T18:54:59.649664
251125-162636,031,DRQN_rand,large_net,none,0,1,116.0,327,43,2026-03-16T18:55:03.428423
251125-162636,031,DRQN_rand,large_net,prior_sessions_same_maze,3,1,122.0,327,43,2026-03-16T18:55:11.226745
251125-162636,031,DRQN_rand,large_net,none,0,2,101.0,327,44,2026-03-16T18:55:14.367672
251125-162636,031,DRQN_rand,large_net,prior_sessions_same_maze,3,2,101.0,327,44,2026-03-16T18:55:22.237330
251125-162636,031,DRQN_rand,large_net,none,0,3,55.0,327,45,2026-03-16T18:55:25.701056
251125-162636,031,DRQN_rand,large_net,prior_sessions_same_maze,3,3,59.0,327,45,2026-03-16T18:55:37.087051
251125-162636,031,DRQN_rand,large_net,none,0,4,131.0,327,46,2026-03-16T18:55:40.383239
251125-162636,031,DRQN_rand,large_net,prior_sessions_same_maze,3,4,132.0,327,46,2026-03-16T18:55:49.813853
251124-164313,031,DRQN_rand,large_net,none,0,0,84.0,306,42,2026-03-16T18:55:52.957725
251124-164313,031,DRQN_rand,large_net,prior_sessions_same_maze,2,0,93.0,306,42,2026-03-16T18:55:59.996371
251124-164313,031,DRQN_rand,large_net,none,0,1,100.0,306,43,2026-03-16T18:56:02.604749
251124-164313,031,DRQN_rand,large_net,prior_sessions_same_maze,2,1,84.0,306,43,2026-03-16T18:56:08.937469
251124-164313,031,DRQN_rand,large_net,none,0,2,84.0,306,44,2026-03-16T18:56:11.983680
251124-164313,031,DRQN_rand,large_net,prior_sessions_same_maze,2,2,112.0,306,44,2026-03-16T18:56:19.267275
251124-164313,031,DRQN_rand,large_net,none,0,3,55.0,306,45,2026-03-16T18:56:22.186798
251124-164313,031,DRQN_rand,large_net,prior_sessions_same_maze,2,3,122.0,306,45,2026-03-16T18:56:29.941351
251124-164313,031,DRQN_rand,large_net,none,0,4,112.0,306,46,2026-03-16T18:56:32.841520
251124-164313,031,DRQN_rand,large_net,prior_sessions_same_maze,2,4,86.0,306,46,2026-03-16T18:56:39.511237
251123-125720,031,DRQN_rand,large_net,none,0,0,74.0,219,42,2026-03-16T18:56:42.103812
251123-125720,031,DRQN_rand,large_net,prior_sessions_same_maze,1,0,59.0,219,42,2026-03-16T18:56:46.761262
251123-125720,031,DRQN_rand,large_net,none,0,1,63.0,219,43,2026-03-16T18:56:48.863645
251123-125720,031,DRQN_rand,large_net,prior_sessions_same_maze,1,1,124.0,219,43,2026-03-16T18:56:53.156257
251123-125720,031,DRQN_rand,large_net,none,0,2,52.0,219,44,2026-03-16T18:56:55.682105
251123-125720,031,DRQN_rand,large_net,prior_sessions_same_maze,1,2,58.0,219,44,2026-03-16T18:57:00.459638
251123-125720,031,DRQN_rand,large_net,none,0,3,42.0,219,45,2026-03-16T18:57:02.575405
251123-125720,031,DRQN_rand,large_net,prior_sessions_same_maze,1,3,56.0,219,45,2026-03-16T18:57:07.461914
251123-125720,031,DRQN_rand,large_net,none,0,4,60.0,219,46,2026-03-16T18:57:09.532235
251123-125720,031,DRQN_rand,large_net,prior_sessions_same_maze,1,4,59.0,219,46,2026-03-16T18:57:13.861904
251122-140850,031,DRQN_rand,large_net,none,0,0,51.0,156,42,2026-03-16T18:57:16.055510
251122-140850,031,DRQN_rand,large_net,prior_sessions_same_maze,1,0,22.0,156,42,2026-03-16T18:57:20.528655
251122-140850,031,DRQN_rand,large_net,none,0,1,47.0,156,43,2026-03-16T18:57:22.230886
251122-140850,031,DRQN_rand,large_net,prior_sessions_same_maze,1,1,87.0,156,43,2026-03-16T18:57:25.175921
251122-140850,031,DRQN_rand,large_net,none,0,2,51.0,156,44,2026-03-16T18:57:27.130323
251122-140850,031,DRQN_rand,large_net,prior_sessions_same_maze,1,2,51.0,156,44,2026-03-16T18:57:30.703400
251122-140850,031,DRQN_rand,large_net,none,0,3,45.0,156,45,2026-03-16T18:57:32.278450
251122-140850,031,DRQN_rand,large_net,prior_sessions_same_maze,1,3,70.0,156,45,2026-03-16T18:57:35.862687
251122-140850,031,DRQN_rand,large_net,none,0,4,14.0,156,46,2026-03-16T18:57:38.139759
251122-140850,031,DRQN_rand,large_net,prior_sessions_same_maze,1,4,7.0,156,46,2026-03-16T18:57:42.774590
251121-141557,031,DRQN_rand,large_net,none,0,0,78.0,207,42,2026-03-16T18:57:45.376071
251121-141557,031,DRQN_rand,large_net,none,0,1,54.0,207,43,2026-03-16T18:57:48.030584
251121-141557,031,DRQN_rand,large_net,none,0,2,67.0,207,44,2026-03-16T18:57:52.130948
251121-141557,031,DRQN_rand,large_net,none,0,3,70.0,207,45,2026-03-16T18:57:54.878991
251121-141557,031,DRQN_rand,large_net,none,0,4,14.0,207,46,2026-03-16T18:57:57.692593
251120-132717,031,DRQN_rand,large_net,none,0,0,84.0,296,42,2026-03-16T18:58:00.760217
251120-132717,031,DRQN_rand,large_net,none,0,1,93.0,296,43,2026-03-16T18:58:03.368559
251120-132717,031,DRQN_rand,large_net,none,0,2,82.0,296,44,2026-03-16T18:58:07.795212
251120-132717,031,DRQN_rand,large_net,none,0,3,55.0,296,45,2026-03-16T18:58:11.319906
251120-132717,031,DRQN_rand,large_net,none,0,4,107.0,296,46,2026-03-16T18:58:14.489873
251119-171644,031,DRQN_rand,large_net,none,0,0,228.0,546,42,2026-03-16T18:58:19.430750
251119-171644,031,DRQN_rand,large_net,none,0,1,246.0,546,43,2026-03-16T18:58:23.997515
251119-171644,031,DRQN_rand,large_net,none,0,2,359.0,546,44,2026-03-16T18:58:29.226755
251119-171644,031,DRQN_rand,large_net,none,0,3,371.0,546,45,2026-03-16T18:58:33.876804
251119-171644,031,DRQN_rand,large_net,none,0,4,299.0,546,46,2026-03-16T18:58:38.781735
251116-180749,033,DRQN_rand,large_net,none,0,0,14.0,89,42,2026-03-16T18:58:39.877493
251116-180749,033,DRQN_rand,large_net,prior_sessions_same_maze,5,0,8.0,89,42,2026-03-16T18:58:45.904467
251116-180749,033,DRQN_rand,large_net,none,0,1,14.0,89,43,2026-03-16T18:58:46.980337
251116-180749,033,DRQN_rand,large_net,prior_sessions_same_maze,5,1,33.0,89,43,2026-03-16T18:58:52.151999
251116-180749,033,DRQN_rand,large_net,none,0,2,25.0,89,44,2026-03-16T18:58:53.169878
251116-180749,033,DRQN_rand,large_net,prior_sessions_same_maze,5,2,40.0,89,44,2026-03-16T18:58:58.613674
251116-180749,033,DRQN_rand,large_net,none,0,3,14.0,89,45,2026-03-16T18:58:59.626613
251116-180749,033,DRQN_rand,large_net,prior_sessions_same_maze,5,3,10.0,89,45,2026-03-16T18:59:06.317925
251116-180749,033,DRQN_rand,large_net,none,0,4,13.0,89,46,2026-03-16T18:59:07.403464
251116-180749,033,DRQN_rand,large_net,prior_sessions_same_maze,5,4,26.0,89,46,2026-03-16T18:59:14.225546
251115-180903,033,DRQN_rand,large_net,none,0,0,13.0,96,42,2026-03-16T18:59:15.375663
251115-180903,033,DRQN_rand,large_net,prior_sessions_same_maze,4,0,22.0,96,42,2026-03-16T18:59:21.170118
251115-180903,033,DRQN_rand,large_net,none,0,1,22.0,96,43,2026-03-16T18:59:22.295838
251115-180903,033,DRQN_rand,large_net,prior_sessions_same_maze,4,1,36.0,96,43,2026-03-16T18:59:27.447466
251115-180903,033,DRQN_rand,large_net,none,0,2,28.0,96,44,2026-03-16T18:59:28.723560
251115-180903,033,DRQN_rand,large_net,prior_sessions_same_maze,4,2,28.0,96,44,2026-03-16T18:59:34.779563
251115-180903,033,DRQN_rand,large_net,none,0,3,22.0,96,45,2026-03-16T18:59:36.209769
251115-180903,033,DRQN_rand,large_net,prior_sessions_same_maze,4,3,14.0,96,45,2026-03-16T18:59:42.327608
251115-180903,033,DRQN_rand,large_net,none,0,4,11.0,96,46,2026-03-16T18:59:44.076362
251115-180903,033,DRQN_rand,large_net,prior_sessions_same_maze,4,4,26.0,96,46,2026-03-16T18:59:50.274948
251113-230441,033,DRQN_rand,large_net,none,0,0,11.0,67,42,2026-03-16T18:59:51.281026
251113-230441,033,DRQN_rand,large_net,prior_sessions_same_maze,3,0,18.0,67,42,2026-03-16T18:59:56.554932
251113-230441,033,DRQN_rand,large_net,none,0,1,13.0,67,43,2026-03-16T18:59:57.419624
251113-230441,033,DRQN_rand,large_net,prior_sessions_same_maze,3,1,40.0,67,43,2026-03-16T19:00:01.586254
251113-230441,033,DRQN_rand,large_net,none,0,2,20.0,67,44,2026-03-16T19:00:02.540977
251113-230441,033,DRQN_rand,large_net,prior_sessions_same_maze,3,2,7.0,67,44,2026-03-16T19:00:07.070452
251113-230441,033,DRQN_rand,large_net,none,0,3,11.0,67,45,2026-03-16T19:00:08.232526
251113-230441,033,DRQN_rand,large_net,prior_sessions_same_maze,3,3,12.0,67,45,2026-03-16T19:00:13.515755
251113-230441,033,DRQN_rand,large_net,none,0,4,10.0,67,46,2026-03-16T19:00:14.600731
251113-230441,033,DRQN_rand,large_net,prior_sessions_same_maze,3,4,12.0,67,46,2026-03-16T19:00:20.808517
251112-225928,033,DRQN_rand,large_net,none,0,0,13.0,90,42,2026-03-16T19:00:21.925892
251112-225928,033,DRQN_rand,large_net,prior_sessions_same_maze,2,0,39.0,90,42,2026-03-16T19:00:27.561575
251112-225928,033,DRQN_rand,large_net,none,0,1,21.0,90,43,2026-03-16T19:00:28.843912
251112-225928,033,DRQN_rand,large_net,prior_sessions_same_maze,2,1,54.0,90,43,2026-03-16T19:00:33.441703
251112-225928,033,DRQN_rand,large_net,none,0,2,27.0,90,44,2026-03-16T19:00:35.165153
251112-225928,033,DRQN_rand,large_net,prior_sessions_same_maze,2,2,14.0,90,44,2026-03-16T19:00:39.715311
251112-225928,033,DRQN_rand,large_net,none,0,3,17.0,90,45,2026-03-16T19:00:40.927888
251112-225928,033,DRQN_rand,large_net,prior_sessions_same_maze,2,3,13.0,90,45,2026-03-16T19:00:45.101450
251112-225928,033,DRQN_rand,large_net,none,0,4,11.0,90,46,2026-03-16T19:00:46.299310
251112-225928,033,DRQN_rand,large_net,prior_sessions_same_maze,2,4,35.0,90,46,2026-03-16T19:00:50.959131
251111-225736,033,DRQN_rand,large_net,none,0,0,13.0,69,42,2026-03-16T19:00:51.895808
251111-225736,033,DRQN_rand,large_net,prior_sessions_same_maze,2,0,8.0,69,42,2026-03-16T19:00:53.238519
251111-225736,033,DRQN_rand,large_net,none,0,1,10.0,69,43,2026-03-16T19:00:54.333971
251111-225736,033,DRQN_rand,large_net,prior_sessions_same_maze,2,1,15.0,69,43,2026-03-16T19:00:56.955463
251111-225736,033,DRQN_rand,large_net,none,0,2,14.0,69,44,2026-03-16T19:00:57.864189
251111-225736,033,DRQN_rand,large_net,prior_sessions_same_maze,2,2,38.0,69,44,2026-03-16T19:00:59.505100
251111-225736,033,DRQN_rand,large_net,none,0,3,8.0,69,45,2026-03-16T19:01:00.285497
251111-225736,033,DRQN_rand,large_net,prior_sessions_same_maze,2,3,31.0,69,45,2026-03-16T19:01:01.975562
251111-225736,033,DRQN_rand,large_net,none,0,4,11.0,69,46,2026-03-16T19:01:02.825546
251111-225736,033,DRQN_rand,large_net,prior_sessions_same_maze,2,4,16.0,69,46,2026-03-16T19:01:04.555540
251109-230458,033,DRQN_rand,large_net,none,0,0,13.0,51,42,2026-03-16T19:01:05.031215
251109-230458,033,DRQN_rand,large_net,none,0,1,10.0,51,43,2026-03-16T19:01:05.701957
251109-230458,033,DRQN_rand,large_net,none,0,2,14.0,51,44,2026-03-16T19:01:06.504230
251109-230458,033,DRQN_rand,large_net,none,0,3,8.0,51,45,2026-03-16T19:01:07.225635
251109-230458,033,DRQN_rand,large_net,none,0,4,8.0,51,46,2026-03-16T19:01:07.821378
251108-230846,033,DRQN_rand,large_net,none,0,0,14.0,128,42,2026-03-16T19:01:09.332856
251108-230846,033,DRQN_rand,large_net,prior_sessions_same_maze,1,0,50.0,128,42,2026-03-16T19:01:12.504796
251108-230846,033,DRQN_rand,large_net,none,0,1,27.0,128,43,2026-03-16T19:01:14.075231
251108-230846,033,DRQN_rand,large_net,prior_sessions_same_maze,1,1,37.0,128,43,2026-03-16T19:01:16.723622
251108-230846,033,DRQN_rand,large_net,none,0,2,34.0,128,44,2026-03-16T19:01:18.396960
251108-230846,033,DRQN_rand,large_net,prior_sessions_same_maze,1,2,18.0,128,44,2026-03-16T19:01:21.166125
251108-230846,033,DRQN_rand,large_net,none,0,3,32.0,128,45,2026-03-16T19:01:22.605850
251108-230846,033,DRQN_rand,large_net,prior_sessions_same_maze,1,3,26.0,128,45,2026-03-16T19:01:25.991006
251108-230846,033,DRQN_rand,large_net,none,0,4,11.0,128,46,2026-03-16T19:01:28.092634
251108-230846,033,DRQN_rand,large_net,prior_sessions_same_maze,1,4,14.0,128,46,2026-03-16T19:01:31.673043
251107-230429,033,DRQN_rand,large_net,none,0,0,14.0,146,42,2026-03-16T19:01:33.349574
251107-230429,033,DRQN_rand,large_net,none,0,1,39.0,146,43,2026-03-16T19:01:34.921344
251107-230429,033,DRQN_rand,large_net,none,0,2,34.0,146,44,2026-03-16T19:01:36.647218
251107-230429,033,DRQN_rand,large_net,none,0,3,32.0,146,45,2026-03-16T19:01:38.225370
251107-230429,033,DRQN_rand,large_net,none,0,4,11.0,146,46,2026-03-16T19:01:40.531363
251106-230142,033,DRQN_rand,large_net,none,0,0,59.0,285,42,2026-03-16T19:01:44.020440
251106-230142,033,DRQN_rand,large_net,prior_sessions_same_maze,2,0,168.0,285,42,2026-03-16T19:01:51.698046
251106-230142,033,DRQN_rand,large_net,none,0,1,90.0,285,43,2026-03-16T19:01:55.167036
251106-230142,033,DRQN_rand,large_net,prior_sessions_same_maze,2,1,50.0,285,43,2026-03-16T19:02:01.363757
251106-230142,033,DRQN_rand,large_net,none,0,2,143.0,285,44,2026-03-16T19:02:04.781531
251106-230142,033,DRQN_rand,large_net,prior_sessions_same_maze,2,2,76.0,285,44,2026-03-16T19:02:10.423044
251106-230142,033,DRQN_rand,large_net,none,0,3,164.0,285,45,2026-03-16T19:02:13.409622
251106-230142,033,DRQN_rand,large_net,prior_sessions_same_maze,2,3,26.0,285,45,2026-03-16T19:02:19.197550
251106-230142,033,DRQN_rand,large_net,none,0,4,118.0,285,46,2026-03-16T19:02:22.085565
251106-230142,033,DRQN_rand,large_net,prior_sessions_same_maze,2,4,152.0,285,46,2026-03-16T19:02:28.191385
251105-230500,033,DRQN_rand,large_net,none,0,0,49.0,172,42,2026-03-16T19:02:30.491938
251105-230500,033,DRQN_rand,large_net,prior_sessions_same_maze,1,0,67.0,172,42,2026-03-16T19:02:33.896500
251105-230500,033,DRQN_rand,large_net,none,0,1,40.0,172,43,2026-03-16T19:02:35.713471
251105-230500,033,DRQN_rand,large_net,prior_sessions_same_maze,1,1,16.0,172,43,2026-03-16T19:02:38.797274
251105-230500,033,DRQN_rand,large_net,none,0,2,46.0,172,44,2026-03-16T19:02:41.456856
251105-230500,033,DRQN_rand,large_net,prior_sessions_same_maze,1,2,32.0,172,44,2026-03-16T19:02:44.170390
251105-230500,033,DRQN_rand,large_net,none,0,3,71.0,172,45,2026-03-16T19:02:46.230302
251105-230500,033,DRQN_rand,large_net,prior_sessions_same_maze,1,3,49.0,172,45,2026-03-16T19:02:49.672645
251105-230500,033,DRQN_rand,large_net,none,0,4,40.0,172,46,2026-03-16T19:02:51.941047
251105-230500,033,DRQN_rand,large_net,prior_sessions_same_maze,1,4,60.0,172,46,2026-03-16T19:02:55.886482
251104-230415,033,DRQN_rand,large_net,none,0,0,30.0,87,42,2026-03-16T19:02:57.255957
251104-230415,033,DRQN_rand,large_net,none,0,1,24.0,87,43,2026-03-16T19:02:58.620642
251104-230415,033,DRQN_rand,large_net,none,0,2,10.0,87,44,2026-03-16T19:02:59.851536
251104-230415,033,DRQN_rand,large_net,none,0,3,33.0,87,45,2026-03-16T19:03:01.929759
251104-230415,033,DRQN_rand,large_net,none,0,4,37.0,87,46,2026-03-16T19:03:03.240581
260201-212331,033,DRQN_rand,large_net,none,0,0,99.0,294,42,2026-03-16T19:03:07.217988
260201-212331,033,DRQN_rand,large_net,prior_sessions_same_maze,14,0,184.0,294,42,2026-03-16T19:03:27.614656
260201-212331,033,DRQN_rand,large_net,none,0,1,27.0,294,43,2026-03-16T19:03:31.739981
260201-212331,033,DRQN_rand,large_net,prior_sessions_same_maze,14,1,124.0,294,43,2026-03-16T19:03:47.481862
260201-212331,033,DRQN_rand,large_net,none,0,2,108.0,294,44,2026-03-16T19:03:50.266071
260201-212331,033,DRQN_rand,large_net,prior_sessions_same_maze,14,2,70.0,294,44,2026-03-16T19:04:05.324098
260201-212331,033,DRQN_rand,large_net,none,0,3,74.0,294,45,2026-03-16T19:04:08.647440
260201-212331,033,DRQN_rand,large_net,prior_sessions_same_maze,14,3,198.0,294,45,2026-03-16T19:04:26.183246
260201-212331,033,DRQN_rand,large_net,none,0,4,56.0,294,46,2026-03-16T19:04:29.013148
260201-212331,033,DRQN_rand,large_net,prior_sessions_same_maze,14,4,108.0,294,46,2026-03-16T19:04:43.914602
260202-202543,033,DRQN_rand,large_net,none,0,0,80.0,236,42,2026-03-16T19:04:46.381788
260202-202543,033,DRQN_rand,large_net,prior_sessions_same_maze,15,0,177.0,236,42,2026-03-16T19:05:01.928558
260202-202543,033,DRQN_rand,large_net,none,0,1,13.0,236,43,2026-03-16T19:05:04.142536
260202-202543,033,DRQN_rand,large_net,prior_sessions_same_maze,15,1,67.0,236,43,2026-03-16T19:05:19.963793
260202-202543,033,DRQN_rand,large_net,none,0,2,96.0,236,44,2026-03-16T19:05:22.146276
260202-202543,033,DRQN_rand,large_net,prior_sessions_same_maze,15,2,84.0,236,44,2026-03-16T19:05:37.558109
260202-202543,033,DRQN_rand,large_net,none,0,3,41.0,236,45,2026-03-16T19:05:40.151780
260202-202543,033,DRQN_rand,large_net,prior_sessions_same_maze,15,3,182.0,236,45,2026-03-16T19:05:56.764071
260202-202543,033,DRQN_rand,large_net,none,0,4,53.0,236,46,2026-03-16T19:05:59.140848
260202-202543,033,DRQN_rand,large_net,prior_sessions_same_maze,15,4,36.0,236,46,2026-03-16T19:06:15.819052
260203-171228,033,DRQN_rand,large_net,none,0,0,81.0,255,42,2026-03-16T19:06:18.371001
260203-171228,033,DRQN_rand,large_net,prior_sessions_same_maze,16,0,181.0,255,42,2026-03-16T19:06:35.451797
260203-171228,033,DRQN_rand,large_net,none,0,1,17.0,255,43,2026-03-16T19:06:37.735819
260203-171228,033,DRQN_rand,large_net,prior_sessions_same_maze,16,1,107.0,255,43,2026-03-16T19:06:55.041883
260203-171228,033,DRQN_rand,large_net,none,0,2,99.0,255,44,2026-03-16T19:06:57.418712
260203-171228,033,DRQN_rand,large_net,prior_sessions_same_maze,16,2,92.0,255,44,2026-03-16T19:07:15.307207
260203-171228,033,DRQN_rand,large_net,none,0,3,56.0,255,45,2026-03-16T19:07:18.092214
260203-171228,033,DRQN_rand,large_net,prior_sessions_same_maze,16,3,138.0,255,45,2026-03-16T19:07:37.393176
260203-171228,033,DRQN_rand,large_net,none,0,4,53.0,255,46,2026-03-16T19:07:40.101330
260203-171228,033,DRQN_rand,large_net,prior_sessions_same_maze,16,4,111.0,255,46,2026-03-16T19:07:59.120476
260204-193925,033,DRQN_rand,large_net,none,0,0,63.0,151,42,2026-03-16T19:08:01.003168
260204-193925,033,DRQN_rand,large_net,prior_sessions_same_maze,17,0,65.0,151,42,2026-03-16T19:08:21.080644
260204-193925,033,DRQN_rand,large_net,none,0,1,11.0,151,43,2026-03-16T19:08:22.928832
260204-193925,033,DRQN_rand,large_net,prior_sessions_same_maze,17,1,124.0,151,43,2026-03-16T19:08:43.493249
260204-193925,033,DRQN_rand,large_net,none,0,2,42.0,151,44,2026-03-16T19:08:45.008215
260204-193925,033,DRQN_rand,large_net,prior_sessions_same_maze,17,2,79.0,151,44,2026-03-16T19:09:05.693947
260204-193925,033,DRQN_rand,large_net,none,0,3,41.0,151,45,2026-03-16T19:09:07.469737
260204-193925,033,DRQN_rand,large_net,prior_sessions_same_maze,17,3,129.0,151,45,2026-03-16T19:09:30.166421
260204-193925,033,DRQN_rand,large_net,none,0,4,25.0,151,46,2026-03-16T19:09:32.277642
260204-193925,033,DRQN_rand,large_net,prior_sessions_same_maze,17,4,67.0,151,46,2026-03-16T19:09:57.863167
260205-191855,033,DRQN_rand,large_net,none,0,0,42.0,127,42,2026-03-16T19:09:59.203815
260205-191855,033,DRQN_rand,large_net,prior_sessions_same_maze,18,0,92.0,127,42,2026-03-16T19:10:22.548548
260205-191855,033,DRQN_rand,large_net,none,0,1,11.0,127,43,2026-03-16T19:10:23.916468
260205-191855,033,DRQN_rand,large_net,prior_sessions_same_maze,18,1,25.0,127,43,2026-03-16T19:10:52.480354
260205-191855,033,DRQN_rand,large_net,none,0,2,40.0,127,44,2026-03-16T19:10:54.074947
260205-191855,033,DRQN_rand,large_net,prior_sessions_same_maze,18,2,9.0,127,44,2026-03-16T19:11:20.674369
260205-191855,033,DRQN_rand,large_net,none,0,3,25.0,127,45,2026-03-16T19:11:22.326495
260205-191855,033,DRQN_rand,large_net,prior_sessions_same_maze,18,3,101.0,127,45,2026-03-16T19:11:43.798245
260205-191855,033,DRQN_rand,large_net,none,0,4,13.0,127,46,2026-03-16T19:11:45.108600
260205-191855,033,DRQN_rand,large_net,prior_sessions_same_maze,18,4,25.0,127,46,2026-03-16T19:12:05.215413
260206-144834,033,DRQN_rand,large_net,none,0,0,180.0,518,42,2026-03-16T19:12:09.445540
260206-144834,033,DRQN_rand,large_net,prior_sessions_same_maze,19,0,409.0,518,42,2026-03-16T19:12:31.807489
260206-144834,033,DRQN_rand,large_net,none,0,1,106.0,518,43,2026-03-16T19:12:36.127848
260206-144834,033,DRQN_rand,large_net,prior_sessions_same_maze,19,1,156.0,518,43,2026-03-16T19:12:59.010628
260206-144834,033,DRQN_rand,large_net,none,0,2,220.0,518,44,2026-03-16T19:13:03.314387
260206-144834,033,DRQN_rand,large_net,prior_sessions_same_maze,19,2,117.0,518,44,2026-03-16T19:13:25.250565
260206-144834,033,DRQN_rand,large_net,none,0,3,138.0,518,45,2026-03-16T19:13:29.616964
260206-144834,033,DRQN_rand,large_net,prior_sessions_same_maze,19,3,359.0,518,45,2026-03-16T19:13:54.051944
260206-144834,033,DRQN_rand,large_net,none,0,4,127.0,518,46,2026-03-16T19:13:58.178471
260206-144834,033,DRQN_rand,large_net,prior_sessions_same_maze,19,4,98.0,518,46,2026-03-16T19:14:22.467326
260208-145358,033,DRQN_rand,large_net,none,0,0,80.0,234,42,2026-03-16T19:14:24.901507
260208-145358,033,DRQN_rand,large_net,prior_sessions_same_maze,20,0,195.0,234,42,2026-03-16T19:14:49.611554
260208-145358,033,DRQN_rand,large_net,none,0,1,13.0,234,43,2026-03-16T19:14:51.852366
260208-145358,033,DRQN_rand,large_net,prior_sessions_same_maze,20,1,111.0,234,43,2026-03-16T19:15:16.081157
