exp_moment,animal_ID,model,hpo_config,pretrain_type,n_pretrain_sessions,repeat_idx,total_reward,n_actions,seed,timestamp
260223-191545,033,DQN,default,none,0,3,14.0,131,45,2026-03-16T17:30:28.837511
260223-191545,033,DQN,default,prior_sessions_same_maze,8,3,94.0,131,45,2026-03-16T17:30:29.577955
260223-191545,033,DQN,default,none,0,4,50.0,131,46,2026-03-16T17:30:29.753285
260223-191545,033,DQN,default,prior_sessions_same_maze,8,4,76.0,131,46,2026-03-16T17:30:30.524740
260124-225237,033,DRQN_seq,large_net,none,0,0,82.0,258,42,2026-03-16T17:30:32.891749
260124-225237,033,DRQN_seq,large_net,prior_sessions_same_maze,13,0,163.0,258,42,2026-03-16T17:30:46.158509
260124-225237,033,DRQN_seq,large_net,none,0,1,20.0,258,43,2026-03-16T17:30:48.830972
260124-225237,033,DRQN_seq,large_net,prior_sessions_same_maze,13,1,63.0,258,43,2026-03-16T17:31:01.555157
260124-225237,033,DRQN_seq,large_net,none,0,2,102.0,258,44,2026-03-16T17:31:03.858681
260124-225237,033,DRQN_seq,large_net,prior_sessions_same_maze,13,2,56.0,258,44,2026-03-16T17:31:17.294565
260124-225237,033,DRQN_seq,large_net,none,0,3,59.0,258,45,2026-03-16T17:31:20.227288
260124-225237,033,DRQN_seq,large_net,prior_sessions_same_maze,13,3,56.0,258,45,2026-03-16T17:31:34.729693
260124-225237,033,DRQN_seq,large_net,none,0,4,53.0,258,46,2026-03-16T17:31:36.835298
260124-225237,033,DRQN_seq,large_net,prior_sessions_same_maze,13,4,70.0,258,46,2026-03-16T17:31:47.586331
260123-141609,033,DRQN_seq,large_net,none,0,0,28.0,98,42,2026-03-16T17:31:48.422418
260123-141609,033,DRQN_seq,large_net,prior_sessions_same_maze,12,0,54.0,98,42,2026-03-16T17:31:57.289529
260123-141609,033,DRQN_seq,large_net,none,0,1,11.0,98,43,2026-03-16T17:31:58.170261
260123-141609,033,DRQN_seq,large_net,prior_sessions_same_maze,12,1,10.0,98,43,2026-03-16T17:32:06.963093
260123-141609,033,DRQN_seq,large_net,none,0,2,26.0,98,44,2026-03-16T17:32:07.923280
260123-141609,033,DRQN_seq,large_net,prior_sessions_same_maze,12,2,45.0,98,44,2026-03-16T17:32:17.788678
260123-141609,033,DRQN_seq,large_net,none,0,3,18.0,98,45,2026-03-16T17:32:18.949361
260123-141609,033,DRQN_seq,large_net,prior_sessions_same_maze,12,3,66.0,98,45,2026-03-16T17:32:31.593922
260123-141609,033,DRQN_seq,large_net,none,0,4,13.0,98,46,2026-03-16T17:32:32.840813
260123-141609,033,DRQN_seq,large_net,prior_sessions_same_maze,12,4,48.0,98,46,2026-03-16T17:32:42.132029
260121-174047,033,DRQN_seq,large_net,none,0,0,68.0,157,42,2026-03-16T17:32:43.591477
260121-174047,033,DRQN_seq,large_net,prior_sessions_same_maze,10,0,26.0,157,42,2026-03-16T17:32:50.898074
260121-174047,033,DRQN_seq,large_net,none,0,1,40.0,157,43,2026-03-16T17:32:52.155793
260121-174047,033,DRQN_seq,large_net,prior_sessions_same_maze,10,1,14.0,157,43,2026-03-16T17:32:59.996106
260121-174047,033,DRQN_seq,large_net,none,0,2,36.0,157,44,2026-03-16T17:33:01.303892
260121-174047,033,DRQN_seq,large_net,prior_sessions_same_maze,10,2,68.0,157,44,2026-03-16T17:33:09.336885
260121-174047,033,DRQN_seq,large_net,none,0,3,42.0,157,45,2026-03-16T17:33:10.907392
260121-174047,033,DRQN_seq,large_net,prior_sessions_same_maze,10,3,28.0,157,45,2026-03-16T17:33:23.293016
260121-174047,033,DRQN_seq,large_net,none,0,4,40.0,157,46,2026-03-16T17:33:24.993903
260121-174047,033,DRQN_seq,large_net,prior_sessions_same_maze,10,4,96.0,157,46,2026-03-16T17:33:36.701176
260119-172108,033,DRQN_seq,large_net,none,0,0,70.0,195,42,2026-03-16T17:33:37.406145
260119-172108,033,DRQN_seq,large_net,prior_sessions_same_maze,9,0,22.0,195,42,2026-03-16T17:33:40.375470
260119-172108,033,DRQN_seq,large_net,none,0,1,50.0,195,43,2026-03-16T17:33:41.018085
260119-172108,033,DRQN_seq,large_net,prior_sessions_same_maze,9,1,36.0,195,43,2026-03-16T17:33:44.000317
260119-172108,033,DRQN_seq,large_net,none,0,2,37.0,195,44,2026-03-16T17:33:44.610830
260119-172108,033,DRQN_seq,large_net,prior_sessions_same_maze,9,2,97.0,195,44,2026-03-16T17:33:47.532821
260119-172108,033,DRQN_seq,large_net,none,0,3,42.0,195,45,2026-03-16T17:33:48.121949
260119-172108,033,DRQN_seq,large_net,prior_sessions_same_maze,9,3,50.0,195,45,2026-03-16T17:33:51.355898
260119-172108,033,DRQN_seq,large_net,none,0,4,53.0,195,46,2026-03-16T17:33:52.015327
260119-172108,033,DRQN_seq,large_net,prior_sessions_same_maze,9,4,54.0,195,46,2026-03-16T17:33:55.188874
260117-175942,033,DRQN_seq,large_net,none,0,0,50.0,135,42,2026-03-16T17:33:55.638103
260117-175942,033,DRQN_seq,large_net,prior_sessions_same_maze,8,0,36.0,135,42,2026-03-16T17:33:58.120674
260117-175942,033,DRQN_seq,large_net,none,0,1,38.0,135,43,2026-03-16T17:33:58.577778
260117-175942,033,DRQN_seq,large_net,prior_sessions_same_maze,8,1,14.0,135,43,2026-03-16T17:34:01.084717
260117-175942,033,DRQN_seq,large_net,none,0,2,33.0,135,44,2026-03-16T17:34:01.570559
260117-175942,033,DRQN_seq,large_net,prior_sessions_same_maze,8,2,39.0,135,44,2026-03-16T17:34:04.139146
260117-175942,033,DRQN_seq,large_net,none,0,3,42.0,135,45,2026-03-16T17:34:04.590002
260117-175942,033,DRQN_seq,large_net,prior_sessions_same_maze,8,3,14.0,135,45,2026-03-16T17:34:07.240761
260117-175942,033,DRQN_seq,large_net,none,0,4,31.0,135,46,2026-03-16T17:34:07.721563
260117-175942,033,DRQN_seq,large_net,prior_sessions_same_maze,8,4,50.0,135,46,2026-03-16T17:34:10.422405
260116-175247,033,DRQN_seq,large_net,none,0,0,70.0,179,42,2026-03-16T17:34:11.125223
260116-175247,033,DRQN_seq,large_net,prior_sessions_same_maze,7,0,32.0,179,42,2026-03-16T17:34:13.354230
260116-175247,033,DRQN_seq,large_net,none,0,1,46.0,179,43,2026-03-16T17:34:13.895205
260116-175247,033,DRQN_seq,large_net,prior_sessions_same_maze,7,1,13.0,179,43,2026-03-16T17:34:16.159463
260116-175247,033,DRQN_seq,large_net,none,0,2,36.0,179,44,2026-03-16T17:34:16.746539
260116-175247,033,DRQN_seq,large_net,prior_sessions_same_maze,7,2,54.0,179,44,2026-03-16T17:34:18.875680
260116-175247,033,DRQN_seq,large_net,none,0,3,42.0,179,45,2026-03-16T17:34:19.458814
260116-175247,033,DRQN_seq,large_net,prior_sessions_same_maze,7,3,9.0,179,45,2026-03-16T17:34:21.853939
260116-175247,033,DRQN_seq,large_net,none,0,4,41.0,179,46,2026-03-16T17:34:22.458379
260116-175247,033,DRQN_seq,large_net,prior_sessions_same_maze,7,4,84.0,179,46,2026-03-16T17:34:24.724082
251231-172527,031,DRQN_seq,large_net,none,0,0,46.0,121,42,2026-03-16T17:34:25.192818
251231-172527,031,DRQN_seq,large_net,prior_sessions_same_maze,10,0,79.0,121,42,2026-03-16T17:34:31.964122
251231-172527,031,DRQN_seq,large_net,none,0,1,28.0,121,43,2026-03-16T17:34:32.364826
251231-172527,031,DRQN_seq,large_net,prior_sessions_same_maze,10,1,92.0,121,43,2026-03-16T17:34:39.509706
251231-172527,031,DRQN_seq,large_net,none,0,2,33.0,121,44,2026-03-16T17:34:39.999033
251231-172527,031,DRQN_seq,large_net,prior_sessions_same_maze,10,2,84.0,121,44,2026-03-16T17:34:47.299586
251231-172527,031,DRQN_seq,large_net,none,0,3,42.0,121,45,2026-03-16T17:34:47.749874
251231-172527,031,DRQN_seq,large_net,prior_sessions_same_maze,10,3,95.0,121,45,2026-03-16T17:34:55.075759
251231-172527,031,DRQN_seq,large_net,none,0,4,28.0,121,46,2026-03-16T17:34:55.507378
251231-172527,031,DRQN_seq,large_net,prior_sessions_same_maze,10,4,24.0,121,46,2026-03-16T17:35:02.508172
251230-171810,031,DRQN_seq,large_net,none,0,0,70.0,171,42,2026-03-16T17:35:03.261206
251230-171810,031,DRQN_seq,large_net,prior_sessions_same_maze,9,0,131.0,171,42,2026-03-16T17:35:09.956882
251230-171810,031,DRQN_seq,large_net,none,0,1,46.0,171,43,2026-03-16T17:35:10.559698
251230-171810,031,DRQN_seq,large_net,prior_sessions_same_maze,9,1,56.0,171,43,2026-03-16T17:35:17.432117
251230-171810,031,DRQN_seq,large_net,none,0,2,36.0,171,44,2026-03-16T17:35:18.008073
251230-171810,031,DRQN_seq,large_net,prior_sessions_same_maze,9,2,33.0,171,44,2026-03-16T17:35:25.091673
251230-171810,031,DRQN_seq,large_net,none,0,3,42.0,171,45,2026-03-16T17:35:25.622626
251230-171810,031,DRQN_seq,large_net,prior_sessions_same_maze,9,3,56.0,171,45,2026-03-16T17:35:32.714665
251230-171810,031,DRQN_seq,large_net,none,0,4,40.0,171,46,2026-03-16T17:35:33.372172
251230-171810,031,DRQN_seq,large_net,prior_sessions_same_maze,9,4,149.0,171,46,2026-03-16T17:35:40.133525
251229-180544,031,DRQN_seq,large_net,none,0,0,93.0,318,42,2026-03-16T17:35:41.189021
251229-180544,031,DRQN_seq,large_net,prior_sessions_same_maze,8,0,164.0,318,42,2026-03-16T17:35:47.594619
251229-180544,031,DRQN_seq,large_net,none,0,1,110.0,318,43,2026-03-16T17:35:48.462828
251229-180544,031,DRQN_seq,large_net,prior_sessions_same_maze,8,1,137.0,318,43,2026-03-16T17:35:54.976950
251229-180544,031,DRQN_seq,large_net,none,0,2,92.0,318,44,2026-03-16T17:35:56.085642
251229-180544,031,DRQN_seq,large_net,prior_sessions_same_maze,8,2,96.0,318,44,2026-03-16T17:36:03.156134
251229-180544,031,DRQN_seq,large_net,none,0,3,55.0,318,45,2026-03-16T17:36:04.357771
251229-180544,031,DRQN_seq,large_net,prior_sessions_same_maze,8,3,175.0,318,45,2026-03-16T17:36:12.704498
251229-180544,031,DRQN_seq,large_net,none,0,4,124.0,318,46,2026-03-16T17:36:13.658831
251229-180544,031,DRQN_seq,large_net,prior_sessions_same_maze,8,4,187.0,318,46,2026-03-16T17:36:20.302055
251228-174043,031,DRQN_seq,large_net,none,0,0,77.0,195,42,2026-03-16T17:36:21.129039
251228-174043,031,DRQN_seq,large_net,prior_sessions_same_maze,11,0,22.0,195,42,2026-03-16T17:36:29.880063
251228-174043,031,DRQN_seq,large_net,none,0,1,54.0,195,43,2026-03-16T17:36:30.558986
251228-174043,031,DRQN_seq,large_net,prior_sessions_same_maze,11,1,41.0,195,43,2026-03-16T17:36:38.990945
251228-174043,031,DRQN_seq,large_net,none,0,2,61.0,195,44,2026-03-16T17:36:39.822072
251228-174043,031,DRQN_seq,large_net,prior_sessions_same_maze,11,2,97.0,195,44,2026-03-16T17:36:47.838645
251228-174043,031,DRQN_seq,large_net,none,0,3,63.0,195,45,2026-03-16T17:36:48.635410
251228-174043,031,DRQN_seq,large_net,prior_sessions_same_maze,11,3,138.0,195,45,2026-03-16T17:36:56.559364
251228-174043,031,DRQN_seq,large_net,none,0,4,14.0,195,46,2026-03-16T17:36:57.539976
251228-174043,031,DRQN_seq,large_net,prior_sessions_same_maze,11,4,36.0,195,46,2026-03-16T17:37:05.959997
251227-174332,031,DRQN_seq,large_net,none,0,0,91.0,247,42,2026-03-16T17:37:06.970781
251227-174332,031,DRQN_seq,large_net,prior_sessions_same_maze,10,0,113.0,247,42,2026-03-16T17:37:15.241318
251227-174332,031,DRQN_seq,large_net,none,0,1,69.0,247,43,2026-03-16T17:37:16.047710
251227-174332,031,DRQN_seq,large_net,prior_sessions_same_maze,10,1,119.0,247,43,2026-03-16T17:37:23.431949
251227-174332,031,DRQN_seq,large_net,none,0,2,97.0,247,44,2026-03-16T17:37:24.277781
251227-174332,031,DRQN_seq,large_net,prior_sessions_same_maze,10,2,81.0,247,44,2026-03-16T17:37:31.604675
251227-174332,031,DRQN_seq,large_net,none,0,3,83.0,247,45,2026-03-16T17:37:32.490588
251227-174332,031,DRQN_seq,large_net,prior_sessions_same_maze,10,3,177.0,247,45,2026-03-16T17:37:40.258837
251227-174332,031,DRQN_seq,large_net,none,0,4,22.0,247,46,2026-03-16T17:37:41.368725
251227-174332,031,DRQN_seq,large_net,prior_sessions_same_maze,10,4,132.0,247,46,2026-03-16T17:38:01.718144
251226-181307,031,DRQN_seq,large_net,none,0,0,78.0,208,42,2026-03-16T17:38:04.025175
251226-181307,031,DRQN_seq,large_net,prior_sessions_same_maze,9,0,36.0,208,42,2026-03-16T17:38:26.239393
251226-181307,031,DRQN_seq,large_net,none,0,1,54.0,208,43,2026-03-16T17:38:28.413802
251226-181307,031,DRQN_seq,large_net,prior_sessions_same_maze,9,1,173.0,208,43,2026-03-16T17:38:50.772252
251226-181307,031,DRQN_seq,large_net,none,0,2,68.0,208,44,2026-03-16T17:38:53.605001
251226-181307,031,DRQN_seq,large_net,prior_sessions_same_maze,9,2,25.0,208,44,2026-03-16T17:39:15.654269
251226-181307,031,DRQN_seq,large_net,none,0,3,71.0,208,45,2026-03-16T17:39:17.773462
251226-181307,031,DRQN_seq,large_net,prior_sessions_same_maze,9,3,164.0,208,45,2026-03-16T17:39:35.212984
251226-181307,031,DRQN_seq,large_net,none,0,4,14.0,208,46,2026-03-16T17:39:36.158224
251226-181307,031,DRQN_seq,large_net,prior_sessions_same_maze,9,4,50.0,208,46,2026-03-16T17:39:46.946027
251225-181630,031,DRQN_seq,large_net,none,0,0,69.0,178,42,2026-03-16T17:39:48.969501
251225-181630,031,DRQN_seq,large_net,prior_sessions_same_maze,8,0,13.0,178,42,2026-03-16T17:40:07.630904
251225-181630,031,DRQN_seq,large_net,none,0,1,49.0,178,43,2026-03-16T17:40:09.354648
251225-181630,031,DRQN_seq,large_net,prior_sessions_same_maze,8,1,98.0,178,43,2026-03-16T17:40:26.647366
251225-181630,031,DRQN_seq,large_net,none,0,2,61.0,178,44,2026-03-16T17:40:28.647130
251225-181630,031,DRQN_seq,large_net,prior_sessions_same_maze,8,2,27.0,178,44,2026-03-16T17:40:46.703892
251225-181630,031,DRQN_seq,large_net,none,0,3,53.0,178,45,2026-03-16T17:40:48.829164
251225-181630,031,DRQN_seq,large_net,prior_sessions_same_maze,8,3,98.0,178,45,2026-03-16T17:41:08.680731
251225-181630,031,DRQN_seq,large_net,none,0,4,14.0,178,46,2026-03-16T17:41:11.275059
251225-181630,031,DRQN_seq,large_net,prior_sessions_same_maze,8,4,74.0,178,46,2026-03-16T17:41:32.446103
251224-181729,031,DRQN_seq,large_net,none,0,0,28.0,80,42,2026-03-16T17:41:33.310862
251224-181729,031,DRQN_seq,large_net,prior_sessions_same_maze,7,0,63.0,80,42,2026-03-16T17:41:44.657978
251224-181729,031,DRQN_seq,large_net,none,0,1,14.0,80,43,2026-03-16T17:41:45.053686
251224-181729,031,DRQN_seq,large_net,prior_sessions_same_maze,7,1,55.0,80,43,2026-03-16T17:41:51.668873
251224-181729,031,DRQN_seq,large_net,none,0,2,14.0,80,44,2026-03-16T17:41:52.079928
251224-181729,031,DRQN_seq,large_net,prior_sessions_same_maze,7,2,42.0,80,44,2026-03-16T17:41:58.569627
251224-181729,031,DRQN_seq,large_net,none,0,3,10.0,80,45,2026-03-16T17:41:58.994328
251224-181729,031,DRQN_seq,large_net,prior_sessions_same_maze,7,3,68.0,80,45,2026-03-16T17:42:05.515779
251224-181729,031,DRQN_seq,large_net,none,0,4,7.0,80,46,2026-03-16T17:42:05.875596
251224-181729,031,DRQN_seq,large_net,prior_sessions_same_maze,7,4,65.0,80,46,2026-03-16T17:42:12.701451
251222-194856,031,DRQN_seq,large_net,none,0,0,80.0,212,42,2026-03-16T17:42:13.659043
251222-194856,031,DRQN_seq,large_net,prior_sessions_same_maze,6,0,94.0,212,42,2026-03-16T17:42:20.546651
251222-194856,031,DRQN_seq,large_net,none,0,1,54.0,212,43,2026-03-16T17:42:21.275912
251222-194856,031,DRQN_seq,large_net,prior_sessions_same_maze,6,1,133.0,212,43,2026-03-16T17:42:27.790621
251222-194856,031,DRQN_seq,large_net,none,0,2,72.0,212,44,2026-03-16T17:42:28.753718
251222-194856,031,DRQN_seq,large_net,prior_sessions_same_maze,6,2,107.0,212,44,2026-03-16T17:42:35.309264
251222-194856,031,DRQN_seq,large_net,none,0,3,75.0,212,45,2026-03-16T17:42:36.233064
251222-194856,031,DRQN_seq,large_net,prior_sessions_same_maze,6,3,134.0,212,45,2026-03-16T17:42:42.643986
251222-194856,031,DRQN_seq,large_net,none,0,4,18.0,212,46,2026-03-16T17:42:43.797306
251222-194856,031,DRQN_seq,large_net,prior_sessions_same_maze,6,4,165.0,212,46,2026-03-16T17:42:50.973556
251221-193410,031,DRQN_seq,large_net,none,0,0,223.0,529,42,2026-03-16T17:42:52.847379
251221-193410,031,DRQN_seq,large_net,prior_sessions_same_maze,5,0,13.0,529,42,2026-03-16T17:42:59.344576
251221-193410,031,DRQN_seq,large_net,none,0,1,172.0,529,43,2026-03-16T17:43:00.908580
251221-193410,031,DRQN_seq,large_net,prior_sessions_same_maze,5,1,336.0,529,43,2026-03-16T17:43:06.832347
251221-193410,031,DRQN_seq,large_net,none,0,2,306.0,529,44,2026-03-16T17:43:08.574737
251221-193410,031,DRQN_seq,large_net,prior_sessions_same_maze,5,2,41.0,529,44,2026-03-16T17:43:14.461345
251221-193410,031,DRQN_seq,large_net,none,0,3,263.0,529,45,2026-03-16T17:43:16.245721
251221-193410,031,DRQN_seq,large_net,prior_sessions_same_maze,5,3,389.0,529,45,2026-03-16T17:43:22.058764
251221-193410,031,DRQN_seq,large_net,none,0,4,23.0,529,46,2026-03-16T17:43:24.106832
251221-193410,031,DRQN_seq,large_net,prior_sessions_same_maze,5,4,304.0,529,46,2026-03-16T17:43:30.688133
251220-165800,031,DRQN_seq,large_net,none,0,0,302.0,695,42,2026-03-16T17:43:32.990340
251220-165800,031,DRQN_seq,large_net,prior_sessions_same_maze,4,0,232.0,695,42,2026-03-16T17:43:37.966817
251220-165800,031,DRQN_seq,large_net,none,0,1,249.0,695,43,2026-03-16T17:43:39.961527
251220-165800,031,DRQN_seq,large_net,prior_sessions_same_maze,4,1,377.0,695,43,2026-03-16T17:43:44.480440
251220-165800,031,DRQN_seq,large_net,none,0,2,425.0,695,44,2026-03-16T17:43:46.674426
251220-165800,031,DRQN_seq,large_net,prior_sessions_same_maze,4,2,276.0,695,44,2026-03-16T17:43:51.149220
251220-165800,031,DRQN_seq,large_net,none,0,3,349.0,695,45,2026-03-16T17:43:53.412850
251220-165800,031,DRQN_seq,large_net,prior_sessions_same_maze,4,3,502.0,695,45,2026-03-16T17:43:57.940887
251220-165800,031,DRQN_seq,large_net,none,0,4,31.0,695,46,2026-03-16T17:44:01.263878
251220-165800,031,DRQN_seq,large_net,prior_sessions_same_maze,4,4,333.0,695,46,2026-03-16T17:44:06.461238
251130-232218,031,DRQN_seq,large_net,none,0,0,91.0,239,42,2026-03-16T17:44:07.491250
251130-232218,031,DRQN_seq,large_net,prior_sessions_same_maze,3,0,13.0,239,42,2026-03-16T17:44:10.604222
251130-232218,031,DRQN_seq,large_net,none,0,1,62.0,239,43,2026-03-16T17:44:11.418037
251130-232218,031,DRQN_seq,large_net,prior_sessions_same_maze,3,1,123.0,239,43,2026-03-16T17:44:13.909342
251130-232218,031,DRQN_seq,large_net,none,0,2,93.0,239,44,2026-03-16T17:44:14.831371
251130-232218,031,DRQN_seq,large_net,prior_sessions_same_maze,3,2,179.0,239,44,2026-03-16T17:44:17.503013
251130-232218,031,DRQN_seq,large_net,none,0,3,83.0,239,45,2026-03-16T17:44:18.517166
251130-232218,031,DRQN_seq,large_net,prior_sessions_same_maze,3,3,175.0,239,45,2026-03-16T17:44:21.163739
251130-232218,031,DRQN_seq,large_net,none,0,4,22.0,239,46,2026-03-16T17:44:22.295378
251130-232218,031,DRQN_seq,large_net,prior_sessions_same_maze,3,4,120.0,239,46,2026-03-16T17:44:25.618823
251130-134624,031,DRQN_seq,large_net,none,0,0,91.0,270,42,2026-03-16T17:44:26.756983
251130-134624,031,DRQN_seq,large_net,prior_sessions_same_maze,2,0,79.0,270,42,2026-03-16T17:44:29.209417
251130-134624,031,DRQN_seq,large_net,none,0,1,69.0,270,43,2026-03-16T17:44:30.136927
251130-134624,031,DRQN_seq,large_net,prior_sessions_same_maze,2,1,134.0,270,43,2026-03-16T17:44:32.024251
251130-134624,031,DRQN_seq,large_net,none,0,2,116.0,270,44,2026-03-16T17:44:33.052627
251130-134624,031,DRQN_seq,large_net,prior_sessions_same_maze,2,2,157.0,270,44,2026-03-16T17:44:35.117810
251130-134624,031,DRQN_seq,large_net,none,0,3,91.0,270,45,2026-03-16T17:44:36.163112
251130-134624,031,DRQN_seq,large_net,prior_sessions_same_maze,2,3,149.0,270,45,2026-03-16T17:44:38.177495
251130-134624,031,DRQN_seq,large_net,none,0,4,22.0,270,46,2026-03-16T17:44:39.505257
251130-134624,031,DRQN_seq,large_net,prior_sessions_same_maze,2,4,28.0,270,46,2026-03-16T17:44:42.076978
251129-155326,031,DRQN_seq,large_net,none,0,0,125.0,420,42,2026-03-16T17:44:43.560298
251129-155326,031,DRQN_seq,large_net,prior_sessions_same_maze,7,0,294.0,420,42,2026-03-16T17:44:50.495465
251129-155326,031,DRQN_seq,large_net,none,0,1,162.0,420,43,2026-03-16T17:44:51.953352
251129-155326,031,DRQN_seq,large_net,prior_sessions_same_maze,7,1,12.0,420,43,2026-03-16T17:45:05.499040
251129-155326,031,DRQN_seq,large_net,none,0,2,120.0,420,44,2026-03-16T17:45:09.060915
251129-155326,031,DRQN_seq,large_net,prior_sessions_same_maze,7,2,96.0,420,44,2026-03-16T17:45:24.991730
251129-155326,031,DRQN_seq,large_net,none,0,3,73.0,420,45,2026-03-16T17:45:28.381233
251129-155326,031,DRQN_seq,large_net,prior_sessions_same_maze,7,3,122.0,420,45,2026-03-16T17:45:43.307245
251129-155326,031,DRQN_seq,large_net,none,0,4,176.0,420,46,2026-03-16T17:45:46.264271
251129-155326,031,DRQN_seq,large_net,prior_sessions_same_maze,7,4,202.0,420,46,2026-03-16T17:46:01.433296
251128-125956,031,DRQN_seq,large_net,none,0,0,83.0,271,42,2026-03-16T17:46:03.819578
251128-125956,031,DRQN_seq,large_net,prior_sessions_same_maze,6,0,188.0,271,42,2026-03-16T17:46:15.888370
251128-125956,031,DRQN_seq,large_net,none,0,1,84.0,271,43,2026-03-16T17:46:17.944199
251128-125956,031,DRQN_seq,large_net,prior_sessions_same_maze,6,1,76.0,271,43,2026-03-16T17:46:29.746958
251128-125956,031,DRQN_seq,large_net,none,0,2,64.0,271,44,2026-03-16T17:46:32.156905
251128-125956,031,DRQN_seq,large_net,prior_sessions_same_maze,6,2,134.0,271,44,2026-03-16T17:46:46.249589
251128-125956,031,DRQN_seq,large_net,none,0,3,55.0,271,45,2026-03-16T17:46:49.108442
251128-125956,031,DRQN_seq,large_net,prior_sessions_same_maze,6,3,105.0,271,45,2026-03-16T17:47:05.046173
251128-125956,031,DRQN_seq,large_net,none,0,4,87.0,271,46,2026-03-16T17:47:07.785787
251128-125956,031,DRQN_seq,large_net,prior_sessions_same_maze,6,4,208.0,271,46,2026-03-16T17:47:23.299817
251127-113857,031,DRQN_seq,large_net,none,0,0,54.0,140,42,2026-03-16T17:47:24.614047
251127-113857,031,DRQN_seq,large_net,prior_sessions_same_maze,5,0,55.0,140,42,2026-03-16T17:47:35.868995
251127-113857,031,DRQN_seq,large_net,none,0,1,38.0,140,43,2026-03-16T17:47:37.195142
251127-113857,031,DRQN_seq,large_net,prior_sessions_same_maze,5,1,81.0,140,43,2026-03-16T17:47:48.666861
251127-113857,031,DRQN_seq,large_net,none,0,2,33.0,140,44,2026-03-16T17:47:50.140274
251127-113857,031,DRQN_seq,large_net,prior_sessions_same_maze,5,2,32.0,140,44,2026-03-16T17:48:02.920667
251127-113857,031,DRQN_seq,large_net,none,0,3,42.0,140,45,2026-03-16T17:48:04.209883
251127-113857,031,DRQN_seq,large_net,prior_sessions_same_maze,5,3,50.0,140,45,2026-03-16T17:48:16.437872
251127-113857,031,DRQN_seq,large_net,none,0,4,33.0,140,46,2026-03-16T17:48:17.713512
251127-113857,031,DRQN_seq,large_net,prior_sessions_same_maze,5,4,77.0,140,46,2026-03-16T17:48:31.995944
251126-135239,031,DRQN_seq,large_net,none,0,0,93.0,317,42,2026-03-16T17:48:35.001847
251126-135239,031,DRQN_seq,large_net,prior_sessions_same_maze,4,0,221.0,317,42,2026-03-16T17:48:46.548870
251126-135239,031,DRQN_seq,large_net,none,0,1,110.0,317,43,2026-03-16T17:48:49.138502
251126-135239,031,DRQN_seq,large_net,prior_sessions_same_maze,4,1,70.0,317,43,2026-03-16T17:48:59.443610
251126-135239,031,DRQN_seq,large_net,none,0,2,92.0,317,44,2026-03-16T17:49:02.341759
251126-135239,031,DRQN_seq,large_net,prior_sessions_same_maze,4,2,231.0,317,44,2026-03-16T17:49:13.213496
251126-135239,031,DRQN_seq,large_net,none,0,3,55.0,317,45,2026-03-16T17:49:16.025290
251126-135239,031,DRQN_seq,large_net,prior_sessions_same_maze,4,3,110.0,317,45,2026-03-16T17:49:27.106258
251126-135239,031,DRQN_seq,large_net,none,0,4,123.0,317,46,2026-03-16T17:49:29.536927
251126-135239,031,DRQN_seq,large_net,prior_sessions_same_maze,4,4,95.0,317,46,2026-03-16T17:49:51.050181
251125-162636,031,DRQN_seq,large_net,none,0,0,98.0,327,42,2026-03-16T17:49:56.847110
251125-162636,031,DRQN_seq,large_net,prior_sessions_same_maze,3,0,122.0,327,42,2026-03-16T17:50:10.321055
251125-162636,031,DRQN_seq,large_net,none,0,1,116.0,327,43,2026-03-16T17:50:14.595001
251125-162636,031,DRQN_seq,large_net,prior_sessions_same_maze,3,1,122.0,327,43,2026-03-16T17:50:24.983222
251125-162636,031,DRQN_seq,large_net,none,0,2,101.0,327,44,2026-03-16T17:50:28.599833
251125-162636,031,DRQN_seq,large_net,prior_sessions_same_maze,3,2,101.0,327,44,2026-03-16T17:50:39.125369
251125-162636,031,DRQN_seq,large_net,none,0,3,55.0,327,45,2026-03-16T17:50:42.660486
251125-162636,031,DRQN_seq,large_net,prior_sessions_same_maze,3,3,59.0,327,45,2026-03-16T17:50:53.277365
251125-162636,031,DRQN_seq,large_net,none,0,4,131.0,327,46,2026-03-16T17:50:56.705065
251125-162636,031,DRQN_seq,large_net,prior_sessions_same_maze,3,4,132.0,327,46,2026-03-16T17:51:06.170550
251124-164313,031,DRQN_seq,large_net,none,0,0,84.0,306,42,2026-03-16T17:51:09.376815
251124-164313,031,DRQN_seq,large_net,prior_sessions_same_maze,2,0,93.0,306,42,2026-03-16T17:51:17.116977
251124-164313,031,DRQN_seq,large_net,none,0,1,100.0,306,43,2026-03-16T17:51:20.178432
251124-164313,031,DRQN_seq,large_net,prior_sessions_same_maze,2,1,84.0,306,43,2026-03-16T17:51:28.105202
251124-164313,031,DRQN_seq,large_net,none,0,2,84.0,306,44,2026-03-16T17:51:31.437600
251124-164313,031,DRQN_seq,large_net,prior_sessions_same_maze,2,2,112.0,306,44,2026-03-16T17:51:37.332881
251124-164313,031,DRQN_seq,large_net,none,0,3,55.0,306,45,2026-03-16T17:51:38.539608
251124-164313,031,DRQN_seq,large_net,prior_sessions_same_maze,2,3,122.0,306,45,2026-03-16T17:51:41.486552
251124-164313,031,DRQN_seq,large_net,none,0,4,112.0,306,46,2026-03-16T17:51:42.563900
