exp_moment,animal_ID,model,repeat_idx,total_reward,n_actions,seed,elapsed_s
260124-225237,033,Random,0,42.0,258,42,0.029309988021850586
260124-225237,033,Random,1,63.0,258,43,0.029901742935180664
260124-225237,033,Random,2,41.0,258,44,0.030476093292236328
260124-225237,033,Random,3,19.0,258,45,0.02935791015625
260124-225237,033,Random,4,39.0,258,46,0.028632164001464844
260124-225237,033,Random_forward,0,96.0,258,42,0.029115915298461914
260124-225237,033,Random_forward,1,104.0,258,43,0.029320240020751953
260124-225237,033,Random_forward,2,98.0,258,44,0.029489755630493164
260124-225237,033,Random_forward,3,102.0,258,45,0.029047250747680664
260124-225237,033,Random_forward,4,125.0,258,46,0.029076099395751953
260124-225237,033,Greedy_oracle,0,220.0,258,42,0.024023056030273438
260124-225237,033,Greedy_oracle,1,220.0,258,43,0.024456024169921875
260124-225237,033,Greedy_oracle,2,220.0,258,44,0.024150609970092773
260124-225237,033,Greedy_oracle,3,220.0,258,45,0.024104833602905273
260124-225237,033,Greedy_oracle,4,220.0,258,46,0.02427816390991211
260123-141609,033,Random,0,18.0,98,42,0.011025190353393555
260123-141609,033,Random,1,27.0,98,43,0.011057138442993164
260123-141609,033,Random,2,28.0,98,44,0.010732650756835938
260123-141609,033,Random,3,13.0,98,45,0.011218070983886719
260123-141609,033,Random,4,26.0,98,46,0.011250734329223633
260123-141609,033,Random_forward,0,42.0,98,42,0.010969161987304688
260123-141609,033,Random_forward,1,39.0,98,43,0.011538982391357422
260123-141609,033,Random_forward,2,41.0,98,44,0.011240243911743164
260123-141609,033,Random_forward,3,40.0,98,45,0.01129913330078125
260123-141609,033,Random_forward,4,59.0,98,46,0.011127710342407227
260123-141609,033,Greedy_oracle,0,83.0,98,42,0.009128093719482422
260123-141609,033,Greedy_oracle,1,83.0,98,43,0.00924992561340332
260123-141609,033,Greedy_oracle,2,83.0,98,44,0.009119987487792969
260123-141609,033,Greedy_oracle,3,84.0,98,45,0.009311914443969727
260123-141609,033,Greedy_oracle,4,84.0,98,46,0.009132146835327148
260121-174047,033,Random,0,28.0,157,42,0.01762676239013672
260121-174047,033,Random,1,36.0,157,43,0.01711106300354004
260121-174047,033,Random,2,40.0,157,44,0.01840496063232422
260121-174047,033,Random,3,25.0,157,45,0.017422199249267578
260121-174047,033,Random,4,41.0,157,46,0.01776909828186035
260121-174047,033,Random_forward,0,49.0,157,42,0.017457962036132812
260121-174047,033,Random_forward,1,70.0,157,43,0.01782679557800293
260121-174047,033,Random_forward,2,70.0,157,44,0.017705917358398438
260121-174047,033,Random_forward,3,55.0,157,45,0.017416954040527344
260121-174047,033,Random_forward,4,38.0,157,46,0.017794132232666016
260121-174047,033,Greedy_oracle,0,135.0,157,42,0.014757156372070312
260121-174047,033,Greedy_oracle,1,135.0,157,43,0.014733076095581055
260121-174047,033,Greedy_oracle,2,135.0,157,44,0.014734983444213867
260121-174047,033,Greedy_oracle,3,135.0,157,45,0.014415740966796875
260121-174047,033,Greedy_oracle,4,135.0,157,46,0.014610052108764648
260119-172108,033,Random,0,28.0,195,42,0.02184295654296875
260119-172108,033,Random,1,48.0,195,43,0.021999835968017578
260119-172108,033,Random,2,42.0,195,44,0.022346973419189453
260119-172108,033,Random,3,25.0,195,45,0.022001981735229492
260119-172108,033,Random,4,50.0,195,46,0.02183985710144043
260119-172108,033,Random_forward,0,50.0,195,42,0.021505117416381836
260119-172108,033,Random_forward,1,92.0,195,43,0.022351741790771484
260119-172108,033,Random_forward,2,94.0,195,44,0.02250385284423828
260119-172108,033,Random_forward,3,71.0,195,45,0.021881103515625
260119-172108,033,Random_forward,4,38.0,195,46,0.022342920303344727
260119-172108,033,Greedy_oracle,0,167.0,195,42,0.018704891204833984
260119-172108,033,Greedy_oracle,1,167.0,195,43,0.01841282844543457
260119-172108,033,Greedy_oracle,2,167.0,195,44,0.018415212631225586
260119-172108,033,Greedy_oracle,3,167.0,195,45,0.018372058868408203
260119-172108,033,Greedy_oracle,4,167.0,195,46,0.018147706985473633
260117-175942,033,Random,0,21.0,135,42,0.014990091323852539
260117-175942,033,Random,1,26.0,135,43,0.015007972717285156
260117-175942,033,Random,2,32.0,135,44,0.015112161636352539
260117-175942,033,Random,3,25.0,135,45,0.01530599594116211
260117-175942,033,Random,4,36.0,135,46,0.015149116516113281
260117-175942,033,Random_forward,0,32.0,135,42,0.015063047409057617
260117-175942,033,Random_forward,1,65.0,135,43,0.015563011169433594
260117-175942,033,Random_forward,2,57.0,135,44,0.01559305191040039
260117-175942,033,Random_forward,3,52.0,135,45,0.015084028244018555
260117-175942,033,Random_forward,4,38.0,135,46,0.015334844589233398
260117-175942,033,Greedy_oracle,0,116.0,135,42,0.012557029724121094
260117-175942,033,Greedy_oracle,1,116.0,135,43,0.012398004531860352
260117-175942,033,Greedy_oracle,2,116.0,135,44,0.012537002563476562
260117-175942,033,Greedy_oracle,3,116.0,135,45,0.012417793273925781
260117-175942,033,Greedy_oracle,4,116.0,135,46,0.01234889030456543
260116-175247,033,Random,0,28.0,179,42,0.020261287689208984
260116-175247,033,Random,1,44.0,179,43,0.02020096778869629
260116-175247,033,Random,2,41.0,179,44,0.020381927490234375
260116-175247,033,Random,3,25.0,179,45,0.0202481746673584
260116-175247,033,Random,4,47.0,179,46,0.019896268844604492
260116-175247,033,Random_forward,0,49.0,179,42,0.019746780395507812
260116-175247,033,Random_forward,1,84.0,179,43,0.020650863647460938
260116-175247,033,Random_forward,2,82.0,179,44,0.020402908325195312
260116-175247,033,Random_forward,3,70.0,179,45,0.02040719985961914
260116-175247,033,Random_forward,4,38.0,179,46,0.019999980926513672
260116-175247,033,Greedy_oracle,0,153.0,179,42,0.016230106353759766
260116-175247,033,Greedy_oracle,1,153.0,179,43,0.017145156860351562
260116-175247,033,Greedy_oracle,2,153.0,179,44,0.016770124435424805
260116-175247,033,Greedy_oracle,3,153.0,179,45,0.016246795654296875
260116-175247,033,Greedy_oracle,4,153.0,179,46,0.016901254653930664
251231-172527,031,Random,0,21.0,121,42,0.013378143310546875
251231-172527,031,Random,1,26.0,121,43,0.013572216033935547
251231-172527,031,Random,2,27.0,121,44,0.013521909713745117
251231-172527,031,Random,3,25.0,121,45,0.013605117797851562
251231-172527,031,Random,4,35.0,121,46,0.013659238815307617
251231-172527,031,Random_forward,0,24.0,121,42,0.013597726821899414
251231-172527,031,Random_forward,1,57.0,121,43,0.013821125030517578
251231-172527,031,Random_forward,2,52.0,121,44,0.013851165771484375
251231-172527,031,Random_forward,3,48.0,121,45,0.01353597640991211
251231-172527,031,Random_forward,4,32.0,121,46,0.013460874557495117
251231-172527,031,Greedy_oracle,0,104.0,121,42,0.011170148849487305
251231-172527,031,Greedy_oracle,1,104.0,121,43,0.011178016662597656
251231-172527,031,Greedy_oracle,2,104.0,121,44,0.01118016242980957
251231-172527,031,Greedy_oracle,3,104.0,121,45,0.011221885681152344
251231-172527,031,Greedy_oracle,4,104.0,121,46,0.011424064636230469
251230-171810,031,Random,0,28.0,171,42,0.019055843353271484
251230-171810,031,Random,1,40.0,171,43,0.019262075424194336
251230-171810,031,Random,2,40.0,171,44,0.018918991088867188
251230-171810,031,Random,3,25.0,171,45,0.019624948501586914
251230-171810,031,Random,4,45.0,171,46,0.01922464370727539
251230-171810,031,Random_forward,0,49.0,171,42,0.019026756286621094
251230-171810,031,Random_forward,1,81.0,171,43,0.019967079162597656
251230-171810,031,Random_forward,2,77.0,171,44,0.01932215690612793
251230-171810,031,Random_forward,3,67.0,171,45,0.019673824310302734
251230-171810,031,Random_forward,4,38.0,171,46,0.01958489418029785
251230-171810,031,Greedy_oracle,0,147.0,171,42,0.01615285873413086
251230-171810,031,Greedy_oracle,1,147.0,171,43,0.016330957412719727
251230-171810,031,Greedy_oracle,2,147.0,171,44,0.016041040420532227
251230-171810,031,Greedy_oracle,3,147.0,171,45,0.01524806022644043
251230-171810,031,Greedy_oracle,4,147.0,171,46,0.0161440372467041
251229-180544,031,Random,0,52.0,318,42,0.03550386428833008
251229-180544,031,Random,1,66.0,318,43,0.03622317314147949
251229-180544,031,Random,2,70.0,318,44,0.03618669509887695
251229-180544,031,Random,3,39.0,318,45,0.03612494468688965
251229-180544,031,Random,4,70.0,318,46,0.03577899932861328
251229-180544,031,Random_forward,0,98.0,318,42,0.03577399253845215
251229-180544,031,Random_forward,1,137.0,318,43,0.03551006317138672
251229-180544,031,Random_forward,2,137.0,318,44,0.03457927703857422
251229-180544,031,Random_forward,3,108.0,318,45,0.03609800338745117
251229-180544,031,Random_forward,4,94.0,318,46,0.03580904006958008
251229-180544,031,Greedy_oracle,0,271.0,318,42,0.02955007553100586
251229-180544,031,Greedy_oracle,1,271.0,318,43,0.02952885627746582
251229-180544,031,Greedy_oracle,2,271.0,318,44,0.029241085052490234
251229-180544,031,Greedy_oracle,3,271.0,318,45,0.02964305877685547
251229-180544,031,Greedy_oracle,4,271.0,318,46,0.02933502197265625
251228-174043,031,Random,0,49.0,195,42,0.021392107009887695
251228-174043,031,Random,1,44.0,195,43,0.021327972412109375
251228-174043,031,Random,2,26.0,195,44,0.02112579345703125
251228-174043,031,Random,3,40.0,195,45,0.021118879318237305
251228-174043,031,Random,4,26.0,195,46,0.021136999130249023
251228-174043,031,Random_forward,0,28.0,195,42,0.021636009216308594
251228-174043,031,Random_forward,1,70.0,195,43,0.021637916564941406
251228-174043,031,Random_forward,2,62.0,195,44,0.021607160568237305
251228-174043,031,Random_forward,3,105.0,195,45,0.020270109176635742
251228-174043,031,Random_forward,4,97.0,195,46,0.02133011817932129
251228-174043,031,Greedy_oracle,0,182.0,195,42,0.017274856567382812
251228-174043,031,Greedy_oracle,1,182.0,195,43,0.017032861709594727
251228-174043,031,Greedy_oracle,2,182.0,195,44,0.01646590232849121
251228-174043,031,Greedy_oracle,3,182.0,195,45,0.01763296127319336
251228-174043,031,Greedy_oracle,4,182.0,195,46,0.017440080642700195
251227-174332,031,Random,0,58.0,247,42,0.0270078182220459
251227-174332,031,Random,1,51.0,247,43,0.026619911193847656
251227-174332,031,Random,2,32.0,247,44,0.025874853134155273
251227-174332,031,Random,3,40.0,247,45,0.026340961456298828
251227-174332,031,Random,4,26.0,247,46,0.026990890502929688
251227-174332,031,Random_forward,0,55.0,247,42,0.02682209014892578
251227-174332,031,Random_forward,1,83.0,247,43,0.026762962341308594
251227-174332,031,Random_forward,2,87.0,247,44,0.026666879653930664
251227-174332,031,Random_forward,3,117.0,247,45,0.026593685150146484
251227-174332,031,Random_forward,4,105.0,247,46,0.02721118927001953
251227-174332,031,Greedy_oracle,0,231.0,247,42,0.021518945693969727
251227-174332,031,Greedy_oracle,1,231.0,247,43,0.02170109748840332
251227-174332,031,Greedy_oracle,2,231.0,247,44,0.0218198299407959
251227-174332,031,Greedy_oracle,3,231.0,247,45,0.022110939025878906
251227-174332,031,Greedy_oracle,4,231.0,247,46,0.021535873413085938
251226-181307,031,Random,0,49.0,208,42,0.022822856903076172
251226-181307,031,Random,1,49.0,208,43,0.02320408821105957
251226-181307,031,Random,2,26.0,208,44,0.022052764892578125
251226-181307,031,Random,3,40.0,208,45,0.02261185646057129
251226-181307,031,Random,4,26.0,208,46,0.022522926330566406
251226-181307,031,Random_forward,0,31.0,208,42,0.022408008575439453
251226-181307,031,Random_forward,1,71.0,208,43,0.022309064865112305
251226-181307,031,Random_forward,2,64.0,208,44,0.022576332092285156
251226-181307,031,Random_forward,3,107.0,208,45,0.022409915924072266
251226-181307,031,Random_forward,4,97.0,208,46,0.02300715446472168
251226-181307,031,Greedy_oracle,0,194.0,208,42,0.01834392547607422
251226-181307,031,Greedy_oracle,1,194.0,208,43,0.01814103126525879
251226-181307,031,Greedy_oracle,2,194.0,208,44,0.018243074417114258
251226-181307,031,Greedy_oracle,3,194.0,208,45,0.018425703048706055
251226-181307,031,Greedy_oracle,4,194.0,208,46,0.018672943115234375
251225-181630,031,Random,0,45.0,178,42,0.019542217254638672
251225-181630,031,Random,1,36.0,178,43,0.01966071128845215
251225-181630,031,Random,2,26.0,178,44,0.01996016502380371
251225-181630,031,Random,3,40.0,178,45,0.019495010375976562
251225-181630,031,Random,4,26.0,178,46,0.0198972225189209
251225-181630,031,Random_forward,0,28.0,178,42,0.019737958908081055
251225-181630,031,Random_forward,1,70.0,178,43,0.019752979278564453
251225-181630,031,Random_forward,2,49.0,178,44,0.01950812339782715
251225-181630,031,Random_forward,3,105.0,178,45,0.02023601531982422
251225-181630,031,Random_forward,4,90.0,178,46,0.02004265785217285
251225-181630,031,Greedy_oracle,0,166.0,178,42,0.016012191772460938
251225-181630,031,Greedy_oracle,1,166.0,178,43,0.015496969223022461
251225-181630,031,Greedy_oracle,2,166.0,178,44,0.015673160552978516
251225-181630,031,Greedy_oracle,3,166.0,178,45,0.016003131866455078
251225-181630,031,Greedy_oracle,4,166.0,178,46,0.015312910079956055
251224-181729,031,Random,0,32.0,80,42,0.009077072143554688
251224-181729,031,Random,1,15.0,80,43,0.009068012237548828
251224-181729,031,Random,2,24.0,80,44,0.008945941925048828
251224-181729,031,Random,3,20.0,80,45,0.00898599624633789
251224-181729,031,Random,4,18.0,80,46,0.008968830108642578
251224-181729,031,Random_forward,0,27.0,80,42,0.008736133575439453
251224-181729,031,Random_forward,1,41.0,80,43,0.008807897567749023
251224-181729,031,Random_forward,2,27.0,80,44,0.008593082427978516
251224-181729,031,Random_forward,3,49.0,80,45,0.009231805801391602
251224-181729,031,Random_forward,4,40.0,80,46,0.008871316909790039
251224-181729,031,Greedy_oracle,0,75.0,80,42,0.007699251174926758
251224-181729,031,Greedy_oracle,1,75.0,80,43,0.007193088531494141
251224-181729,031,Greedy_oracle,2,75.0,80,44,0.007247209548950195
251224-181729,031,Greedy_oracle,3,75.0,80,45,0.007382869720458984
251224-181729,031,Greedy_oracle,4,75.0,80,46,0.007230043411254883
251222-194856,031,Random,0,49.0,212,42,0.02288508415222168
251222-194856,031,Random,1,50.0,212,43,0.0235292911529541
251222-194856,031,Random,2,27.0,212,44,0.023101091384887695
251222-194856,031,Random,3,40.0,212,45,0.023086071014404297
251222-194856,031,Random,4,26.0,212,46,0.023450136184692383
251222-194856,031,Random_forward,0,35.0,212,42,0.023807287216186523
251222-194856,031,Random_forward,1,74.0,212,43,0.023335933685302734
251222-194856,031,Random_forward,2,64.0,212,44,0.023362159729003906
251222-194856,031,Random_forward,3,111.0,212,45,0.02280116081237793
