exp_moment,animal_ID,model,repeat_idx,total_reward,n_actions,seed,elapsed_s,rpa,hpo_config,exploit_timeout,exploit_greediness
241012-224009,188,OOI,4.0,24.0,151,46,,0.15894039735099338,,,
241012-224009,188,FSC_bio,0.0,40.0,151,42,,0.26490066225165565,,,
241012-224009,188,FSC_bio,1.0,37.0,151,43,,0.24503311258278146,,,
241012-224009,188,FSC_bio,2.0,32.0,151,44,,0.2119205298013245,,,
241012-224009,188,FSC_bio,3.0,36.0,151,45,,0.23841059602649006,,,
241012-224009,188,FSC_bio,4.0,37.0,151,46,,0.24503311258278146,,,
241012-224009,188,POMCP,0.0,80.0,151,42,,0.5298013245033113,,,
241012-224009,188,POMCP,1.0,81.0,151,43,,0.5364238410596026,,,
241012-224009,188,POMCP,2.0,86.0,151,44,,0.5695364238410596,,,
241012-224009,188,POMCP,3.0,79.0,151,45,,0.5231788079470199,,,
241012-224009,188,POMCP,4.0,80.0,151,46,,0.5298013245033113,,,
241012-224009,188,POMCP_bio,0.0,78.0,151,42,,0.5165562913907285,,,
241012-224009,188,POMCP_bio,1.0,79.0,151,43,,0.5231788079470199,,,
241012-224009,188,POMCP_bio,2.0,82.0,151,44,,0.543046357615894,,,
241012-224009,188,POMCP_bio,3.0,80.0,151,45,,0.5298013245033113,,,
241012-224009,188,POMCP_bio,4.0,80.0,151,46,,0.5298013245033113,,,
241013-174837,188,Random,0.0,20.0,166,42,,0.12048192771084337,,,
241013-174837,188,Random,1.0,34.0,166,43,,0.20481927710843373,,,
241013-174837,188,Random,2.0,28.0,166,44,,0.1686746987951807,,,
241013-174837,188,Random,3.0,25.0,166,45,,0.15060240963855423,,,
241013-174837,188,Random,4.0,25.0,166,46,,0.15060240963855423,,,
241013-174837,188,Random_forward,0.0,34.0,166,42,,0.20481927710843373,,,
241013-174837,188,Random_forward,1.0,34.0,166,43,,0.20481927710843373,,,
241013-174837,188,Random_forward,2.0,39.0,166,44,,0.23493975903614459,,,
241013-174837,188,Random_forward,3.0,55.0,166,45,,0.3313253012048193,,,
241013-174837,188,Random_forward,4.0,40.0,166,46,,0.24096385542168675,,,
241013-174837,188,Greedy_oracle,0.0,118.0,166,42,,0.7108433734939759,,,
241013-174837,188,Greedy_oracle,1.0,118.0,166,43,,0.7108433734939759,,,
241013-174837,188,Greedy_oracle,2.0,118.0,166,44,,0.7108433734939759,,,
241013-174837,188,Greedy_oracle,3.0,118.0,166,45,,0.7108433734939759,,,
241013-174837,188,Greedy_oracle,4.0,118.0,166,46,,0.7108433734939759,,,
241013-174837,188,FullFwd,0.0,8.0,166,42,,0.04819277108433735,,,
241013-174837,188,FullFwd,1.0,8.0,166,43,,0.04819277108433735,,,
241013-174837,188,FullFwd,2.0,8.0,166,44,,0.04819277108433735,,,
241013-174837,188,FullFwd,3.0,8.0,166,45,,0.04819277108433735,,,
241013-174837,188,FullFwd,4.0,8.0,166,46,,0.04819277108433735,,,
241013-174837,188,NoBkFullFwd,0.0,8.0,166,42,,0.04819277108433735,,,
241013-174837,188,NoBkFullFwd,1.0,8.0,166,43,,0.04819277108433735,,,
241013-174837,188,NoBkFullFwd,2.0,8.0,166,44,,0.04819277108433735,,,
241013-174837,188,NoBkFullFwd,3.0,8.0,166,45,,0.04819277108433735,,,
241013-174837,188,NoBkFullFwd,4.0,8.0,166,46,,0.04819277108433735,,,
241013-174837,188,Clone_ego,0.0,40.0,166,42,,0.24096385542168675,,,
241013-174837,188,Clone_ego,1.0,31.0,166,43,,0.18674698795180722,,,
241013-174837,188,Clone_ego,2.0,33.0,166,44,,0.19879518072289157,,,
241013-174837,188,Clone_ego,3.0,21.0,166,45,,0.12650602409638553,,,
241013-174837,188,Clone_ego,4.0,31.0,166,46,,0.18674698795180722,,,
241013-174837,188,Clone_allo_real,0.0,31.0,166,42,,0.18674698795180722,,,
241013-174837,188,Clone_allo_real,1.0,34.0,166,43,,0.20481927710843373,,,
241013-174837,188,Clone_allo_real,2.0,21.0,166,44,,0.12650602409638553,,,
241013-174837,188,Clone_allo_real,3.0,16.0,166,45,,0.0963855421686747,,,
241013-174837,188,Clone_allo_real,4.0,21.0,166,46,,0.12650602409638553,,,
241013-174837,188,Clone_allo_latent,0.0,34.0,166,42,,0.20481927710843373,,,
241013-174837,188,Clone_allo_latent,1.0,32.0,166,43,,0.1927710843373494,,,
241013-174837,188,Clone_allo_latent,2.0,30.0,166,44,,0.18072289156626506,,,
241013-174837,188,Clone_allo_latent,3.0,21.0,166,45,,0.12650602409638553,,,
241013-174837,188,Clone_allo_latent,4.0,20.0,166,46,,0.12048192771084337,,,
241013-174837,188,VarMarkov,0.0,30.0,166,42,,0.18072289156626506,,,
241013-174837,188,VarMarkov,1.0,22.0,166,43,,0.13253012048192772,,,
241013-174837,188,VarMarkov,2.0,21.0,166,44,,0.12650602409638553,,,
241013-174837,188,VarMarkov,3.0,21.0,166,45,,0.12650602409638553,,,
241013-174837,188,VarMarkov,4.0,24.0,166,46,,0.14457831325301204,,,
241013-174837,188,OOI,0.0,34.0,166,42,,0.20481927710843373,,,
241013-174837,188,OOI,1.0,20.0,166,43,,0.12048192771084337,,,
241013-174837,188,OOI,2.0,34.0,166,44,,0.20481927710843373,,,
241013-174837,188,OOI,3.0,15.0,166,45,,0.09036144578313253,,,
241013-174837,188,OOI,4.0,24.0,166,46,,0.14457831325301204,,,
241013-174837,188,FSC_bio,0.0,40.0,166,42,,0.24096385542168675,,,
241013-174837,188,FSC_bio,1.0,37.0,166,43,,0.22289156626506024,,,
241013-174837,188,FSC_bio,2.0,32.0,166,44,,0.1927710843373494,,,
241013-174837,188,FSC_bio,3.0,36.0,166,45,,0.21686746987951808,,,
241013-174837,188,FSC_bio,4.0,37.0,166,46,,0.22289156626506024,,,
241013-174837,188,POMCP,0.0,91.0,166,42,,0.5481927710843374,,,
241013-174837,188,POMCP,1.0,96.0,166,43,,0.5783132530120482,,,
241013-174837,188,POMCP,2.0,98.0,166,44,,0.5903614457831325,,,
241013-174837,188,POMCP,3.0,89.0,166,45,,0.536144578313253,,,
241013-174837,188,POMCP,4.0,90.0,166,46,,0.5421686746987951,,,
241013-174837,188,POMCP_bio,0.0,87.0,166,42,,0.5240963855421686,,,
241013-174837,188,POMCP_bio,1.0,86.0,166,43,,0.5180722891566265,,,
241013-174837,188,POMCP_bio,2.0,97.0,166,44,,0.5843373493975904,,,
241013-174837,188,POMCP_bio,3.0,92.0,166,45,,0.5542168674698795,,,
241013-174837,188,POMCP_bio,4.0,93.0,166,46,,0.5602409638554217,,,
241014-000524,188,Random,0.0,25.0,204,42,,0.12254901960784313,,,
241014-000524,188,Random,1.0,34.0,204,43,,0.16666666666666666,,,
241014-000524,188,Random,2.0,28.0,204,44,,0.13725490196078433,,,
241014-000524,188,Random,3.0,27.0,204,45,,0.1323529411764706,,,
241014-000524,188,Random,4.0,25.0,204,46,,0.12254901960784313,,,
241014-000524,188,Random_forward,0.0,40.0,204,42,,0.19607843137254902,,,
241014-000524,188,Random_forward,1.0,35.0,204,43,,0.1715686274509804,,,
241014-000524,188,Random_forward,2.0,40.0,204,44,,0.19607843137254902,,,
241014-000524,188,Random_forward,3.0,59.0,204,45,,0.28921568627450983,,,
241014-000524,188,Random_forward,4.0,52.0,204,46,,0.2549019607843137,,,
241014-000524,188,Greedy_oracle,0.0,148.0,204,42,,0.7254901960784313,,,
241014-000524,188,Greedy_oracle,1.0,148.0,204,43,,0.7254901960784313,,,
241014-000524,188,Greedy_oracle,2.0,148.0,204,44,,0.7254901960784313,,,
241014-000524,188,Greedy_oracle,3.0,142.0,204,45,,0.696078431372549,,,
241014-000524,188,Greedy_oracle,4.0,142.0,204,46,,0.696078431372549,,,
241014-000524,188,FullFwd,0.0,8.0,204,42,,0.0392156862745098,,,
241014-000524,188,FullFwd,1.0,8.0,204,43,,0.0392156862745098,,,
241014-000524,188,FullFwd,2.0,8.0,204,44,,0.0392156862745098,,,
241014-000524,188,FullFwd,3.0,8.0,204,45,,0.0392156862745098,,,
241014-000524,188,FullFwd,4.0,8.0,204,46,,0.0392156862745098,,,
241014-000524,188,NoBkFullFwd,0.0,8.0,204,42,,0.0392156862745098,,,
241014-000524,188,NoBkFullFwd,1.0,8.0,204,43,,0.0392156862745098,,,
241014-000524,188,NoBkFullFwd,2.0,8.0,204,44,,0.0392156862745098,,,
241014-000524,188,NoBkFullFwd,3.0,8.0,204,45,,0.0392156862745098,,,
241014-000524,188,NoBkFullFwd,4.0,8.0,204,46,,0.0392156862745098,,,
241014-000524,188,Clone_ego,0.0,30.0,204,42,,0.14705882352941177,,,
241014-000524,188,Clone_ego,1.0,35.0,204,43,,0.1715686274509804,,,
241014-000524,188,Clone_ego,2.0,24.0,204,44,,0.11764705882352941,,,
241014-000524,188,Clone_ego,3.0,34.0,204,45,,0.16666666666666666,,,
241014-000524,188,Clone_ego,4.0,32.0,204,46,,0.1568627450980392,,,
241014-000524,188,Clone_allo_real,0.0,31.0,204,42,,0.15196078431372548,,,
241014-000524,188,Clone_allo_real,1.0,28.0,204,43,,0.13725490196078433,,,
241014-000524,188,Clone_allo_real,2.0,21.0,204,44,,0.10294117647058823,,,
241014-000524,188,Clone_allo_real,3.0,32.0,204,45,,0.1568627450980392,,,
241014-000524,188,Clone_allo_real,4.0,33.0,204,46,,0.16176470588235295,,,
241014-000524,188,Clone_allo_latent,0.0,31.0,204,42,,0.15196078431372548,,,
241014-000524,188,Clone_allo_latent,1.0,27.0,204,43,,0.1323529411764706,,,
241014-000524,188,Clone_allo_latent,2.0,28.0,204,44,,0.13725490196078433,,,
241014-000524,188,Clone_allo_latent,3.0,34.0,204,45,,0.16666666666666666,,,
241014-000524,188,Clone_allo_latent,4.0,33.0,204,46,,0.16176470588235295,,,
241014-000524,188,VarMarkov,0.0,33.0,204,42,,0.16176470588235295,,,
241014-000524,188,VarMarkov,1.0,32.0,204,43,,0.1568627450980392,,,
241014-000524,188,VarMarkov,2.0,21.0,204,44,,0.10294117647058823,,,
241014-000524,188,VarMarkov,3.0,26.0,204,45,,0.12745098039215685,,,
241014-000524,188,VarMarkov,4.0,25.0,204,46,,0.12254901960784313,,,
241014-000524,188,OOI,0.0,34.0,204,42,,0.16666666666666666,,,
241014-000524,188,OOI,1.0,23.0,204,43,,0.11274509803921569,,,
241014-000524,188,OOI,2.0,38.0,204,44,,0.18627450980392157,,,
241014-000524,188,OOI,3.0,15.0,204,45,,0.07352941176470588,,,
241014-000524,188,OOI,4.0,24.0,204,46,,0.11764705882352941,,,
241014-000524,188,FSC_bio,0.0,52.0,204,42,,0.2549019607843137,,,
241014-000524,188,FSC_bio,1.0,37.0,204,43,,0.18137254901960784,,,
241014-000524,188,FSC_bio,2.0,32.0,204,44,,0.1568627450980392,,,
241014-000524,188,FSC_bio,3.0,40.0,204,45,,0.19607843137254902,,,
241014-000524,188,FSC_bio,4.0,38.0,204,46,,0.18627450980392157,,,
241014-000524,188,POMCP,0.0,114.0,204,42,,0.5588235294117647,,,
241014-000524,188,POMCP,1.0,118.0,204,43,,0.5784313725490197,,,
241014-000524,188,POMCP,2.0,116.0,204,44,,0.5686274509803921,,,
241014-000524,188,POMCP,3.0,111.0,204,45,,0.5441176470588235,,,
241014-000524,188,POMCP,4.0,112.0,204,46,,0.5490196078431373,,,
241014-000524,188,POMCP_bio,0.0,110.0,204,42,,0.5392156862745098,,,
241014-000524,188,POMCP_bio,1.0,115.0,204,43,,0.5637254901960784,,,
241014-000524,188,POMCP_bio,2.0,116.0,204,44,,0.5686274509803921,,,
241014-000524,188,POMCP_bio,3.0,117.0,204,45,,0.5735294117647058,,,
241014-000524,188,POMCP_bio,4.0,117.0,204,46,,0.5735294117647058,,,
241014-021400,188,Random,0.0,20.0,60,42,,0.3333333333333333,,,
241014-021400,188,Random,1.0,13.0,60,43,,0.21666666666666667,,,
241014-021400,188,Random,2.0,17.0,60,44,,0.2833333333333333,,,
241014-021400,188,Random,3.0,13.0,60,45,,0.21666666666666667,,,
241014-021400,188,Random,4.0,21.0,60,46,,0.35,,,
241014-021400,188,Random_forward,0.0,25.0,60,42,,0.4166666666666667,,,
241014-021400,188,Random_forward,1.0,21.0,60,43,,0.35,,,
241014-021400,188,Random_forward,2.0,24.0,60,44,,0.4,,,
241014-021400,188,Random_forward,3.0,27.0,60,45,,0.45,,,
241014-021400,188,Random_forward,4.0,30.0,60,46,,0.5,,,
241014-021400,188,Greedy_oracle,0.0,39.0,60,42,,0.65,,,
241014-021400,188,Greedy_oracle,1.0,39.0,60,43,,0.65,,,
241014-021400,188,Greedy_oracle,2.0,39.0,60,44,,0.65,,,
241014-021400,188,Greedy_oracle,3.0,39.0,60,45,,0.65,,,
241014-021400,188,Greedy_oracle,4.0,39.0,60,46,,0.65,,,
241014-021400,188,FullFwd,0.0,3.0,60,42,,0.05,,,
241014-021400,188,FullFwd,1.0,3.0,60,43,,0.05,,,
241014-021400,188,FullFwd,2.0,3.0,60,44,,0.05,,,
241014-021400,188,FullFwd,3.0,3.0,60,45,,0.05,,,
241014-021400,188,FullFwd,4.0,3.0,60,46,,0.05,,,
241014-021400,188,NoBkFullFwd,0.0,3.0,60,42,,0.05,,,
241014-021400,188,NoBkFullFwd,1.0,3.0,60,43,,0.05,,,
241014-021400,188,NoBkFullFwd,2.0,3.0,60,44,,0.05,,,
241014-021400,188,NoBkFullFwd,3.0,3.0,60,45,,0.05,,,
241014-021400,188,NoBkFullFwd,4.0,3.0,60,46,,0.05,,,
241014-021400,188,Clone_ego,0.0,26.0,60,42,,0.43333333333333335,,,
241014-021400,188,Clone_ego,1.0,22.0,60,43,,0.36666666666666664,,,
241014-021400,188,Clone_ego,2.0,28.0,60,44,,0.4666666666666667,,,
241014-021400,188,Clone_ego,3.0,21.0,60,45,,0.35,,,
241014-021400,188,Clone_ego,4.0,20.0,60,46,,0.3333333333333333,,,
241014-021400,188,Clone_allo_real,0.0,6.0,60,42,,0.1,,,
241014-021400,188,Clone_allo_real,1.0,20.0,60,43,,0.3333333333333333,,,
241014-021400,188,Clone_allo_real,2.0,15.0,60,44,,0.25,,,
241014-021400,188,Clone_allo_real,3.0,16.0,60,45,,0.26666666666666666,,,
241014-021400,188,Clone_allo_real,4.0,7.0,60,46,,0.11666666666666667,,,
241014-021400,188,Clone_allo_latent,0.0,5.0,60,42,,0.08333333333333333,,,
241014-021400,188,Clone_allo_latent,1.0,15.0,60,43,,0.25,,,
241014-021400,188,Clone_allo_latent,2.0,12.0,60,44,,0.2,,,
241014-021400,188,Clone_allo_latent,3.0,14.0,60,45,,0.23333333333333334,,,
241014-021400,188,Clone_allo_latent,4.0,13.0,60,46,,0.21666666666666667,,,
241014-021400,188,VarMarkov,0.0,10.0,60,42,,0.16666666666666666,,,
241014-021400,188,VarMarkov,1.0,18.0,60,43,,0.3,,,
241014-021400,188,VarMarkov,2.0,14.0,60,44,,0.23333333333333334,,,
241014-021400,188,VarMarkov,3.0,13.0,60,45,,0.21666666666666667,,,
241014-021400,188,VarMarkov,4.0,19.0,60,46,,0.31666666666666665,,,
241014-021400,188,OOI,0.0,12.0,60,42,,0.2,,,
241014-021400,188,OOI,1.0,12.0,60,43,,0.2,,,
241014-021400,188,OOI,2.0,11.0,60,44,,0.18333333333333332,,,
241014-021400,188,OOI,3.0,13.0,60,45,,0.21666666666666667,,,
241014-021400,188,OOI,4.0,13.0,60,46,,0.21666666666666667,,,
241014-021400,188,FSC_bio,0.0,37.0,60,42,,0.6166666666666667,,,
241014-021400,188,FSC_bio,1.0,30.0,60,43,,0.5,,,
241014-021400,188,FSC_bio,2.0,6.0,60,44,,0.1,,,
241014-021400,188,FSC_bio,3.0,29.0,60,45,,0.48333333333333334,,,
241014-021400,188,FSC_bio,4.0,22.0,60,46,,0.36666666666666664,,,
241014-021400,188,POMCP,0.0,36.0,60,42,,0.6,,,
241014-021400,188,POMCP,1.0,38.0,60,43,,0.6333333333333333,,,
241014-021400,188,POMCP,2.0,39.0,60,44,,0.65,,,
241014-021400,188,POMCP,3.0,38.0,60,45,,0.6333333333333333,,,
241014-021400,188,POMCP,4.0,39.0,60,46,,0.65,,,
241014-021400,188,POMCP_bio,0.0,39.0,60,42,,0.65,,,
241014-021400,188,POMCP_bio,1.0,38.0,60,43,,0.6333333333333333,,,
241014-021400,188,POMCP_bio,2.0,40.0,60,44,,0.6666666666666666,,,
241014-021400,188,POMCP_bio,3.0,40.0,60,45,,0.6666666666666666,,,
241014-021400,188,POMCP_bio,4.0,40.0,60,46,,0.6666666666666666,,,
241014-185629,188,Random,0.0,27.0,177,42,,0.15254237288135594,,,
241014-185629,188,Random,1.0,27.0,177,43,,0.15254237288135594,,,
241014-185629,188,Random,2.0,21.0,177,44,,0.11864406779661017,,,
241014-185629,188,Random,3.0,31.0,177,45,,0.1751412429378531,,,
241014-185629,188,Random,4.0,21.0,177,46,,0.11864406779661017,,,
241014-185629,188,Random_forward,0.0,40.0,177,42,,0.22598870056497175,,,
241014-185629,188,Random_forward,1.0,34.0,177,43,,0.192090395480226,,,
241014-185629,188,Random_forward,2.0,40.0,177,44,,0.22598870056497175,,,
241014-185629,188,Random_forward,3.0,49.0,177,45,,0.2768361581920904,,,
241014-185629,188,Random_forward,4.0,37.0,177,46,,0.20903954802259886,,,
241014-185629,188,Greedy_oracle,0.0,120.0,177,42,,0.6779661016949152,,,
241014-185629,188,Greedy_oracle,1.0,120.0,177,43,,0.6779661016949152,,,
241014-185629,188,Greedy_oracle,2.0,120.0,177,44,,0.6779661016949152,,,
241014-185629,188,Greedy_oracle,3.0,120.0,177,45,,0.6779661016949152,,,
241014-185629,188,Greedy_oracle,4.0,122.0,177,46,,0.6892655367231638,,,
241014-185629,188,FullFwd,0.0,12.0,177,42,,0.06779661016949153,,,
241014-185629,188,FullFwd,1.0,12.0,177,43,,0.06779661016949153,,,
241014-185629,188,FullFwd,2.0,12.0,177,44,,0.06779661016949153,,,
241014-185629,188,FullFwd,3.0,12.0,177,45,,0.06779661016949153,,,
241014-185629,188,FullFwd,4.0,12.0,177,46,,0.06779661016949153,,,
241014-185629,188,NoBkFullFwd,0.0,12.0,177,42,,0.06779661016949153,,,
241014-185629,188,NoBkFullFwd,1.0,12.0,177,43,,0.06779661016949153,,,
241014-185629,188,NoBkFullFwd,2.0,12.0,177,44,,0.06779661016949153,,,
241014-185629,188,NoBkFullFwd,3.0,12.0,177,45,,0.06779661016949153,,,
241014-185629,188,NoBkFullFwd,4.0,12.0,177,46,,0.06779661016949153,,,
241014-185629,188,Clone_ego,0.0,34.0,177,42,,0.192090395480226,,,
241014-185629,188,Clone_ego,1.0,45.0,177,43,,0.2542372881355932,,,
241014-185629,188,Clone_ego,2.0,37.0,177,44,,0.20903954802259886,,,
241014-185629,188,Clone_ego,3.0,36.0,177,45,,0.2033898305084746,,,
241014-185629,188,Clone_ego,4.0,36.0,177,46,,0.2033898305084746,,,
241014-185629,188,Clone_allo_real,0.0,27.0,177,42,,0.15254237288135594,,,
241014-185629,188,Clone_allo_real,1.0,25.0,177,43,,0.14124293785310735,,,
241014-185629,188,Clone_allo_real,2.0,33.0,177,44,,0.1864406779661017,,,
241014-185629,188,Clone_allo_real,3.0,32.0,177,45,,0.1807909604519774,,,
241014-185629,188,Clone_allo_real,4.0,29.0,177,46,,0.1638418079096045,,,
241014-185629,188,Clone_allo_latent,0.0,25.0,177,42,,0.14124293785310735,,,
241014-185629,188,Clone_allo_latent,1.0,25.0,177,43,,0.14124293785310735,,,
241014-185629,188,Clone_allo_latent,2.0,28.0,177,44,,0.15819209039548024,,,
241014-185629,188,Clone_allo_latent,3.0,17.0,177,45,,0.096045197740113,,,
241014-185629,188,Clone_allo_latent,4.0,20.0,177,46,,0.11299435028248588,,,
241014-185629,188,VarMarkov,0.0,32.0,177,42,,0.1807909604519774,,,
241014-185629,188,VarMarkov,1.0,24.0,177,43,,0.13559322033898305,,,
241014-185629,188,VarMarkov,2.0,17.0,177,44,,0.096045197740113,,,
241014-185629,188,VarMarkov,3.0,27.0,177,45,,0.15254237288135594,,,
241014-185629,188,VarMarkov,4.0,28.0,177,46,,0.15819209039548024,,,
241014-185629,188,OOI,0.0,26.0,177,42,,0.14689265536723164,,,
241014-185629,188,OOI,1.0,20.0,177,43,,0.11299435028248588,,,
241014-185629,188,OOI,2.0,31.0,177,44,,0.1751412429378531,,,
241014-185629,188,OOI,3.0,16.0,177,45,,0.0903954802259887,,,
241014-185629,188,OOI,4.0,27.0,177,46,,0.15254237288135594,,,
241014-185629,188,FSC_bio,0.0,68.0,177,42,,0.384180790960452,,,
241014-185629,188,FSC_bio,1.0,54.0,177,43,,0.3050847457627119,,,
241014-185629,188,FSC_bio,2.0,42.0,177,44,,0.23728813559322035,,,
241014-185629,188,FSC_bio,3.0,31.0,177,45,,0.1751412429378531,,,
241014-185629,188,FSC_bio,4.0,39.0,177,46,,0.22033898305084745,,,
241014-185629,188,POMCP,0.0,104.0,177,42,,0.5875706214689266,,,
241014-185629,188,POMCP,1.0,104.0,177,43,,0.5875706214689266,,,
241014-185629,188,POMCP,2.0,104.0,177,44,,0.5875706214689266,,,
241014-185629,188,POMCP,3.0,105.0,177,45,,0.5932203389830508,,,
241014-185629,188,POMCP,4.0,100.0,177,46,,0.5649717514124294,,,
241014-185629,188,POMCP_bio,0.0,102.0,177,42,,0.576271186440678,,,
241014-185629,188,POMCP_bio,1.0,102.0,177,43,,0.576271186440678,,,
241014-185629,188,POMCP_bio,2.0,94.0,177,44,,0.5310734463276836,,,
241014-185629,188,POMCP_bio,3.0,103.0,177,45,,0.5819209039548022,,,
241014-185629,188,POMCP_bio,4.0,105.0,177,46,,0.5932203389830508,,,
241014-234232,188,Random,0.0,22.0,85,42,,0.25882352941176473,,,
241014-234232,188,Random,1.0,20.0,85,43,,0.23529411764705882,,,
241014-234232,188,Random,2.0,18.0,85,44,,0.21176470588235294,,,
241014-234232,188,Random,3.0,23.0,85,45,,0.27058823529411763,,,
241014-234232,188,Random,4.0,18.0,85,46,,0.21176470588235294,,,
241014-234232,188,Random_forward,0.0,28.0,85,42,,0.32941176470588235,,,
241014-234232,188,Random_forward,1.0,35.0,85,43,,0.4117647058823529,,,
241014-234232,188,Random_forward,2.0,31.0,85,44,,0.36470588235294116,,,
241014-234232,188,Random_forward,3.0,42.0,85,45,,0.49411764705882355,,,
241014-234232,188,Random_forward,4.0,37.0,85,46,,0.43529411764705883,,,
241014-234232,188,Greedy_oracle,0.0,67.0,85,42,,0.788235294117647,,,
241014-234232,188,Greedy_oracle,1.0,66.0,85,43,,0.7764705882352941,,,
241014-234232,188,Greedy_oracle,2.0,66.0,85,44,,0.7764705882352941,,,
241014-234232,188,Greedy_oracle,3.0,67.0,85,45,,0.788235294117647,,,
241014-234232,188,Greedy_oracle,4.0,64.0,85,46,,0.7529411764705882,,,
241014-234232,188,FullFwd,0.0,10.0,85,42,,0.11764705882352941,,,
241014-234232,188,FullFwd,1.0,11.0,85,43,,0.12941176470588237,,,
241014-234232,188,FullFwd,2.0,14.0,85,44,,0.16470588235294117,,,
241014-234232,188,FullFwd,3.0,10.0,85,45,,0.11764705882352941,,,
241014-234232,188,FullFwd,4.0,10.0,85,46,,0.11764705882352941,,,
241014-234232,188,NoBkFullFwd,0.0,10.0,85,42,,0.11764705882352941,,,
241014-234232,188,NoBkFullFwd,1.0,10.0,85,43,,0.11764705882352941,,,
241014-234232,188,NoBkFullFwd,2.0,10.0,85,44,,0.11764705882352941,,,
241014-234232,188,NoBkFullFwd,3.0,10.0,85,45,,0.11764705882352941,,,
241014-234232,188,NoBkFullFwd,4.0,10.0,85,46,,0.11764705882352941,,,
241014-234232,188,Clone_ego,0.0,25.0,85,42,,0.29411764705882354,,,
241014-234232,188,Clone_ego,1.0,27.0,85,43,,0.3176470588235294,,,
241014-234232,188,Clone_ego,2.0,18.0,85,44,,0.21176470588235294,,,
241014-234232,188,Clone_ego,3.0,20.0,85,45,,0.23529411764705882,,,
241014-234232,188,Clone_ego,4.0,22.0,85,46,,0.25882352941176473,,,
241014-234232,188,Clone_allo_real,0.0,24.0,85,42,,0.2823529411764706,,,
241014-234232,188,Clone_allo_real,1.0,18.0,85,43,,0.21176470588235294,,,
241014-234232,188,Clone_allo_real,2.0,17.0,85,44,,0.2,,,
241014-234232,188,Clone_allo_real,3.0,19.0,85,45,,0.2235294117647059,,,
241014-234232,188,Clone_allo_real,4.0,23.0,85,46,,0.27058823529411763,,,
241014-234232,188,Clone_allo_latent,0.0,23.0,85,42,,0.27058823529411763,,,
241014-234232,188,Clone_allo_latent,1.0,17.0,85,43,,0.2,,,
241014-234232,188,Clone_allo_latent,2.0,20.0,85,44,,0.23529411764705882,,,
241014-234232,188,Clone_allo_latent,3.0,19.0,85,45,,0.2235294117647059,,,
241014-234232,188,Clone_allo_latent,4.0,20.0,85,46,,0.23529411764705882,,,
241014-234232,188,VarMarkov,0.0,27.0,85,42,,0.3176470588235294,,,
241014-234232,188,VarMarkov,1.0,21.0,85,43,,0.24705882352941178,,,
241014-234232,188,VarMarkov,2.0,27.0,85,44,,0.3176470588235294,,,
241014-234232,188,VarMarkov,3.0,15.0,85,45,,0.17647058823529413,,,
241014-234232,188,VarMarkov,4.0,15.0,85,46,,0.17647058823529413,,,
241014-234232,188,OOI,0.0,26.0,85,42,,0.3058823529411765,,,
241014-234232,188,OOI,1.0,14.0,85,43,,0.16470588235294117,,,
241014-234232,188,OOI,2.0,20.0,85,44,,0.23529411764705882,,,
241014-234232,188,OOI,3.0,22.0,85,45,,0.25882352941176473,,,
241014-234232,188,OOI,4.0,19.0,85,46,,0.2235294117647059,,,
241014-234232,188,FSC_bio,0.0,27.0,85,42,,0.3176470588235294,,,
241014-234232,188,FSC_bio,1.0,32.0,85,43,,0.3764705882352941,,,
241014-234232,188,FSC_bio,2.0,37.0,85,44,,0.43529411764705883,,,
241014-234232,188,FSC_bio,3.0,29.0,85,45,,0.3411764705882353,,,
241014-234232,188,FSC_bio,4.0,35.0,85,46,,0.4117647058823529,,,
241014-234232,188,POMCP,0.0,44.0,85,42,,0.5176470588235295,,,
241014-234232,188,POMCP,1.0,55.0,85,43,,0.6470588235294118,,,
241014-234232,188,POMCP,2.0,55.0,85,44,,0.6470588235294118,,,
241014-234232,188,POMCP,3.0,55.0,85,45,,0.6470588235294118,,,
241014-234232,188,POMCP,4.0,45.0,85,46,,0.5294117647058824,,,
241014-234232,188,POMCP_bio,0.0,50.0,85,42,,0.5882352941176471,,,
241014-234232,188,POMCP_bio,1.0,55.0,85,43,,0.6470588235294118,,,
241014-234232,188,POMCP_bio,2.0,57.0,85,44,,0.6705882352941176,,,
241014-234232,188,POMCP_bio,3.0,54.0,85,45,,0.6352941176470588,,,
241014-234232,188,POMCP_bio,4.0,54.0,85,46,,0.6352941176470588,,,
241015-211418,188,Random,0.0,28.0,253,42,,0.11067193675889328,,,
241015-211418,188,Random,1.0,39.0,253,43,,0.1541501976284585,,,
241015-211418,188,Random,2.0,18.0,253,44,,0.07114624505928854,,,
241015-211418,188,Random,3.0,27.0,253,45,,0.1067193675889328,,,
241015-211418,188,Random,4.0,38.0,253,46,,0.15019762845849802,,,
241015-211418,188,Random_forward,0.0,40.0,253,42,,0.15810276679841898,,,
241015-211418,188,Random_forward,1.0,38.0,253,43,,0.15019762845849802,,,
241015-211418,188,Random_forward,2.0,38.0,253,44,,0.15019762845849802,,,
241015-211418,188,Random_forward,3.0,68.0,253,45,,0.26877470355731226,,,
241015-211418,188,Random_forward,4.0,63.0,253,46,,0.2490118577075099,,,
241015-211418,188,Greedy_oracle,0.0,170.0,253,42,,0.6719367588932806,,,
241015-211418,188,Greedy_oracle,1.0,170.0,253,43,,0.6719367588932806,,,
