exp_moment,animal_ID,maze,model,repeat_idx,total_reward,n_actions,mouse_reward,seed,elapsed_s,date_part
240909-073945,001,240901_latMaz007,OOI,2,17.0,42,8,44,0.0367,240909
240909-073945,001,240901_latMaz007,OOI,3,9.0,42,8,45,0.0349,240909
240909-073945,001,240901_latMaz007,OOI,4,13.0,42,8,46,0.0359,240909
240908-094846,001,240901_latMaz007,OOI,0,15.0,86,15,42,0.0372,240908
240908-094846,001,240901_latMaz007,OOI,1,16.0,86,15,43,0.0365,240908
240908-094846,001,240901_latMaz007,OOI,2,10.0,86,15,44,0.0375,240908
240908-094846,001,240901_latMaz007,OOI,3,24.0,86,15,45,0.037,240908
240908-094846,001,240901_latMaz007,OOI,4,24.0,86,15,46,0.0375,240908
240907-202036,001,240901_latMaz007,OOI,0,8.0,11,9,42,0.0356,240907
240907-202036,001,240901_latMaz007,OOI,1,10.0,11,9,43,0.0361,240907
240907-202036,001,240901_latMaz007,OOI,2,8.0,11,9,44,0.0352,240907
240907-202036,001,240901_latMaz007,OOI,3,9.0,11,9,45,0.039,240907
240907-202036,001,240901_latMaz007,OOI,4,6.0,11,9,46,0.0349,240907
240906-234545,003,240901_latMaz007,OOI,0,27.0,68,13,42,0.0368,240906
240906-234545,003,240901_latMaz007,OOI,1,19.0,68,13,43,0.038,240906
240906-234545,003,240901_latMaz007,OOI,2,21.0,68,13,44,0.0368,240906
240906-234545,003,240901_latMaz007,OOI,3,16.0,68,13,45,0.038,240906
240906-234545,003,240901_latMaz007,OOI,4,14.0,68,13,46,0.0377,240906
240906-152402,003,240901_latMaz007,OOI,0,6.0,10,8,42,0.0361,240906
240906-152402,003,240901_latMaz007,OOI,1,9.0,10,8,43,0.0363,240906
240906-152402,003,240901_latMaz007,OOI,2,8.0,10,8,44,0.0366,240906
240906-152402,003,240901_latMaz007,OOI,3,10.0,10,8,45,0.036,240906
240906-152402,003,240901_latMaz007,OOI,4,5.0,10,8,46,0.0361,240906
240906-151039,003,240901_latMaz007,OOI,0,10.0,64,15,42,0.0361,240906
240906-151039,003,240901_latMaz007,OOI,1,16.0,64,15,43,0.0398,240906
240906-151039,003,240901_latMaz007,OOI,2,24.0,64,15,44,0.0363,240906
240906-151039,003,240901_latMaz007,OOI,3,13.0,64,15,45,0.0356,240906
240906-151039,003,240901_latMaz007,OOI,4,15.0,64,15,46,0.0374,240906
240906-112537,001,240901_latMaz007,OOI,0,10.0,53,13,42,0.0353,240906
240906-112537,001,240901_latMaz007,OOI,1,11.0,53,13,43,0.0361,240906
240906-112537,001,240901_latMaz007,OOI,2,21.0,53,13,44,0.0355,240906
240906-112537,001,240901_latMaz007,OOI,3,11.0,53,13,45,0.037,240906
240906-112537,001,240901_latMaz007,OOI,4,12.0,53,13,46,0.0362,240906
240901-224944,001,240901_latMaz007,OOI,0,10.0,64,16,42,0.0366,240901
240901-224944,001,240901_latMaz007,OOI,1,13.0,64,16,43,0.0369,240901
240901-224944,001,240901_latMaz007,OOI,2,24.0,64,16,44,0.0382,240901
240901-224944,001,240901_latMaz007,OOI,3,13.0,64,16,45,0.0364,240901
240901-224944,001,240901_latMaz007,OOI,4,12.0,64,16,46,0.0365,240901
240901-203651,001,240824_latent_maze_006,OOI,0,16.0,150,26,42,0.0395,240901
240901-203651,001,240824_latent_maze_006,OOI,1,23.0,150,26,43,0.0366,240901
240901-203651,001,240824_latent_maze_006,OOI,2,21.0,150,26,44,0.0373,240901
240901-203651,001,240824_latent_maze_006,OOI,3,16.0,150,26,45,0.0398,240901
240901-203651,001,240824_latent_maze_006,OOI,4,12.0,150,26,46,0.0379,240901
240831-205653,001,240824_latent_maze_006,OOI,0,11.0,100,25,42,0.0371,240831
240831-205653,001,240824_latent_maze_006,OOI,1,28.0,100,25,43,0.0369,240831
240831-205653,001,240824_latent_maze_006,OOI,2,16.0,100,25,44,0.0383,240831
240831-205653,001,240824_latent_maze_006,OOI,3,23.0,100,25,45,0.0372,240831
240831-205653,001,240824_latent_maze_006,OOI,4,14.0,100,25,46,0.0368,240831
240831-151828,001,240824_latent_maze_006,OOI,0,23.0,151,10,42,0.037,240831
240831-151828,001,240824_latent_maze_006,OOI,1,25.0,151,10,43,0.0365,240831
240831-151828,001,240824_latent_maze_006,OOI,2,21.0,151,10,44,0.0366,240831
240831-151828,001,240824_latent_maze_006,OOI,3,17.0,151,10,45,0.0408,240831
240831-151828,001,240824_latent_maze_006,OOI,4,24.0,151,10,46,0.0394,240831
240830-000138,001,240824_latent_maze_006,OOI,0,10.0,50,26,42,0.0359,240830
240830-000138,001,240824_latent_maze_006,OOI,1,9.0,50,26,43,0.035,240830
240830-000138,001,240824_latent_maze_006,OOI,2,14.0,50,26,44,0.0375,240830
240830-000138,001,240824_latent_maze_006,OOI,3,9.0,50,26,45,0.037,240830
240830-000138,001,240824_latent_maze_006,OOI,4,15.0,50,26,46,0.0351,240830
240829-212209,001,240824_latent_maze_006,OOI,0,9.0,24,8,42,0.0365,240829
240829-212209,001,240824_latent_maze_006,OOI,1,10.0,24,8,43,0.0376,240829
240829-212209,001,240824_latent_maze_006,OOI,2,10.0,24,8,44,0.035,240829
240829-212209,001,240824_latent_maze_006,OOI,3,8.0,24,8,45,0.0357,240829
240829-212209,001,240824_latent_maze_006,OOI,4,7.0,24,8,46,0.0362,240829
240829-185606,001,240824_latent_maze_006,OOI,0,26.0,135,33,42,0.0378,240829
240829-185606,001,240824_latent_maze_006,OOI,1,26.0,135,33,43,0.0369,240829
240829-185606,001,240824_latent_maze_006,OOI,2,24.0,135,33,44,0.0403,240829
240829-185606,001,240824_latent_maze_006,OOI,3,17.0,135,33,45,0.036,240829
240829-185606,001,240824_latent_maze_006,OOI,4,14.0,135,33,46,0.0358,240829
240829-134031,001,240824_latent_maze_006,OOI,0,26.0,281,25,42,0.0399,240829
240829-134031,001,240824_latent_maze_006,OOI,1,29.0,281,25,43,0.0399,240829
240829-134031,001,240824_latent_maze_006,OOI,2,15.0,281,25,44,0.0397,240829
240829-134031,001,240824_latent_maze_006,OOI,3,29.0,281,25,45,0.0393,240829
240829-134031,001,240824_latent_maze_006,OOI,4,43.0,281,25,46,0.0395,240829
240828-152257,001,240824_latent_maze_006,OOI,0,17.0,73,9,42,0.0372,240828
240828-152257,001,240824_latent_maze_006,OOI,1,16.0,73,9,43,0.0369,240828
240828-152257,001,240824_latent_maze_006,OOI,2,14.0,73,9,44,0.0372,240828
240828-152257,001,240824_latent_maze_006,OOI,3,9.0,73,9,45,0.0364,240828
240828-152257,001,240824_latent_maze_006,OOI,4,15.0,73,9,46,0.0366,240828
240807-163553,007,240722_latent_maze_005,OOI,0,8.0,15,5,42,0.0385,240807
240807-163553,007,240722_latent_maze_005,OOI,1,7.0,15,5,43,0.0355,240807
240807-163553,007,240722_latent_maze_005,OOI,2,12.0,15,5,44,0.0349,240807
240807-163553,007,240722_latent_maze_005,OOI,3,9.0,15,5,45,0.036,240807
240807-163553,007,240722_latent_maze_005,OOI,4,8.0,15,5,46,0.0348,240807
240601-022150,007,240722_latent_maze_005,OOI,0,70.0,1344,58,42,0.052,240601
240601-022150,007,240722_latent_maze_005,OOI,1,69.0,1344,58,43,0.0543,240601
240601-022150,007,240722_latent_maze_005,OOI,2,62.0,1344,58,44,0.052,240601
240601-022150,007,240722_latent_maze_005,OOI,3,121.0,1344,58,45,0.0541,240601
240601-022150,007,240722_latent_maze_005,OOI,4,49.0,1344,58,46,0.0508,240601
240529-031121,007,240722_latent_maze_005,OOI,0,47.0,547,20,42,0.0429,240529
240529-031121,007,240722_latent_maze_005,OOI,1,59.0,547,20,43,0.0461,240529
240529-031121,007,240722_latent_maze_005,OOI,2,30.0,547,20,44,0.0426,240529
240529-031121,007,240722_latent_maze_005,OOI,3,59.0,547,20,45,0.0418,240529
240529-031121,007,240722_latent_maze_005,OOI,4,38.0,547,20,46,0.0432,240529
240525-225532,007,240722_latent_maze_005,OOI,0,68.0,695,4,42,0.0459,240525
240525-225532,007,240722_latent_maze_005,OOI,1,59.0,695,4,43,0.0454,240525
240525-225532,007,240722_latent_maze_005,OOI,2,30.0,695,4,44,0.0459,240525
240525-225532,007,240722_latent_maze_005,OOI,3,59.0,695,4,45,0.045,240525
240525-225532,007,240722_latent_maze_005,OOI,4,38.0,695,4,46,0.0447,240525
240525-010331,007,240722_latent_maze_005,OOI,0,47.0,618,6,42,0.0447,240525
240525-010331,007,240722_latent_maze_005,OOI,1,59.0,618,6,43,0.0445,240525
240525-010331,007,240722_latent_maze_005,OOI,2,30.0,618,6,44,0.0488,240525
240525-010331,007,240722_latent_maze_005,OOI,3,59.0,618,6,45,0.044,240525
240525-010331,007,240722_latent_maze_005,OOI,4,38.0,618,6,46,0.0426,240525
240524-064621,007,240722_latent_maze_005,OOI,0,27.0,349,5,42,0.0403,240524
240524-064621,007,240722_latent_maze_005,OOI,1,49.0,349,5,43,0.0397,240524
240524-064621,007,240722_latent_maze_005,OOI,2,30.0,349,5,44,0.0401,240524
240524-064621,007,240722_latent_maze_005,OOI,3,37.0,349,5,45,0.0405,240524
240524-064621,007,240722_latent_maze_005,OOI,4,33.0,349,5,46,0.0401,240524
240524-041556,007,240722_latent_maze_005,OOI,0,27.0,327,5,42,0.0395,240524
240524-041556,007,240722_latent_maze_005,OOI,1,43.0,327,5,43,0.0403,240524
240524-041556,007,240722_latent_maze_005,OOI,2,30.0,327,5,44,0.0408,240524
240524-041556,007,240722_latent_maze_005,OOI,3,29.0,327,5,45,0.0396,240524
240524-041556,007,240722_latent_maze_005,OOI,4,33.0,327,5,46,0.0422,240524
240524-015305,007,240722_latent_maze_005,OOI,0,12.0,65,2,42,0.0392,240524
240524-015305,007,240722_latent_maze_005,OOI,1,13.0,65,2,43,0.0373,240524
240524-015305,007,240722_latent_maze_005,OOI,2,14.0,65,2,44,0.0385,240524
240524-015305,007,240722_latent_maze_005,OOI,3,9.0,65,2,45,0.039,240524
240524-015305,007,240722_latent_maze_005,OOI,4,21.0,65,2,46,0.039,240524
240524-012350,007,240722_latent_maze_005,OOI,0,15.0,68,8,42,0.038,240524
240524-012350,007,240722_latent_maze_005,OOI,1,13.0,68,8,43,0.0386,240524
240524-012350,007,240722_latent_maze_005,OOI,2,14.0,68,8,44,0.038,240524
240524-012350,007,240722_latent_maze_005,OOI,3,9.0,68,8,45,0.0372,240524
240524-012350,007,240722_latent_maze_005,OOI,4,21.0,68,8,46,0.0381,240524
240520-231243,003,240507maze_004,OOI,0,22.0,200,44,42,0.0397,240520
240520-231243,003,240507maze_004,OOI,1,24.0,200,44,43,0.0402,240520
240520-231243,003,240507maze_004,OOI,2,20.0,200,44,44,0.043,240520
240520-231243,003,240507maze_004,OOI,3,34.0,200,44,45,0.0408,240520
240520-231243,003,240507maze_004,OOI,4,22.0,200,44,46,0.0389,240520
240520-141108,003,240507maze_004,OOI,0,113.0,1455,806,42,0.0572,240520
240520-141108,003,240507maze_004,OOI,1,97.0,1455,806,43,0.0579,240520
240520-141108,003,240507maze_004,OOI,2,21.0,1455,806,44,0.0551,240520
240520-141108,003,240507maze_004,OOI,3,92.0,1455,806,45,0.0555,240520
240520-141108,003,240507maze_004,OOI,4,69.0,1455,806,46,0.0533,240520
240519-013533,007,240510maze_003b_5x9,OOI,0,79.0,1338,613,42,0.0542,240519
240519-013533,007,240510maze_003b_5x9,OOI,1,113.0,1338,613,43,0.0504,240519
240519-013533,007,240510maze_003b_5x9,OOI,2,43.0,1338,613,44,0.0551,240519
240519-013533,007,240510maze_003b_5x9,OOI,3,85.0,1338,613,45,0.0526,240519
240519-013533,007,240510maze_003b_5x9,OOI,4,132.0,1338,613,46,0.0543,240519
240517-214739,003,240507maze_004,OOI,0,92.0,1281,870,42,0.053,240517
240517-214739,003,240507maze_004,OOI,1,86.0,1281,870,43,0.0537,240517
240517-214739,003,240507maze_004,OOI,2,21.0,1281,870,44,0.0548,240517
240517-214739,003,240507maze_004,OOI,3,86.0,1281,870,45,0.0529,240517
240517-214739,003,240507maze_004,OOI,4,49.0,1281,870,46,0.0527,240517
240517-010620,007,240510maze_003b_5x9,OOI,0,29.0,875,354,42,0.0473,240517
240517-010620,007,240510maze_003b_5x9,OOI,1,65.0,875,354,43,0.0494,240517
240517-010620,007,240510maze_003b_5x9,OOI,2,35.0,875,354,44,0.0493,240517
240517-010620,007,240510maze_003b_5x9,OOI,3,70.0,875,354,45,0.0488,240517
240517-010620,007,240510maze_003b_5x9,OOI,4,128.0,875,354,46,0.0486,240517
240515-205230,003,240507maze_004,OOI,0,67.0,932,511,42,0.0479,240515
240515-205230,003,240507maze_004,OOI,1,69.0,932,511,43,0.049,240515
240515-205230,003,240507maze_004,OOI,2,21.0,932,511,44,0.0497,240515
240515-205230,003,240507maze_004,OOI,3,68.0,932,511,45,0.0482,240515
240515-205230,003,240507maze_004,OOI,4,41.0,932,511,46,0.0482,240515
240514-231624,007,240510maze_003b_5x9,OOI,0,23.0,351,135,42,0.0404,240514
240514-231624,007,240510maze_003b_5x9,OOI,1,42.0,351,135,43,0.0411,240514
240514-231624,007,240510maze_003b_5x9,OOI,2,26.0,351,135,44,0.0442,240514
240514-231624,007,240510maze_003b_5x9,OOI,3,37.0,351,135,45,0.0413,240514
240514-231624,007,240510maze_003b_5x9,OOI,4,77.0,351,135,46,0.0407,240514
240514-130824,007,240510maze_003b_5x9,OOI,0,23.0,599,332,42,0.0449,240514
240514-130824,007,240510maze_003b_5x9,OOI,1,42.0,599,332,43,0.0451,240514
240514-130824,007,240510maze_003b_5x9,OOI,2,33.0,599,332,44,0.0454,240514
240514-130824,007,240510maze_003b_5x9,OOI,3,39.0,599,332,45,0.0429,240514
240514-130824,007,240510maze_003b_5x9,OOI,4,86.0,599,332,46,0.0422,240514
240512-185132,003,240507maze_004,OOI,0,67.0,927,515,42,0.0463,240512
240512-185132,003,240507maze_004,OOI,1,69.0,927,515,43,0.0478,240512
240512-185132,003,240507maze_004,OOI,2,21.0,927,515,44,0.0486,240512
240512-185132,003,240507maze_004,OOI,3,68.0,927,515,45,0.0489,240512
240512-185132,003,240507maze_004,OOI,4,41.0,927,515,46,0.0469,240512
240512-025401,007,240510maze_003b_5x9,OOI,0,20.0,169,97,42,0.039,240512
240512-025401,007,240510maze_003b_5x9,OOI,1,37.0,169,97,43,0.0392,240512
240512-025401,007,240510maze_003b_5x9,OOI,2,21.0,169,97,44,0.0379,240512
240512-025401,007,240510maze_003b_5x9,OOI,3,23.0,169,97,45,0.0378,240512
240512-025401,007,240510maze_003b_5x9,OOI,4,38.0,169,97,46,0.0385,240512
240510-154652,007,240510maze_003b_5x9,OOI,0,7.0,19,8,42,0.0363,240510
240510-154652,007,240510maze_003b_5x9,OOI,1,7.0,19,8,43,0.0359,240510
240510-154652,007,240510maze_003b_5x9,OOI,2,16.0,19,8,44,0.0353,240510
240510-154652,007,240510maze_003b_5x9,OOI,3,9.0,19,8,45,0.0369,240510
240510-154652,007,240510maze_003b_5x9,OOI,4,8.0,19,8,46,0.0366,240510
240510-153746,003,240507maze_004,OOI,0,32.0,276,84,42,0.0382,240510
240510-153746,003,240507maze_004,OOI,1,35.0,276,84,43,0.0428,240510
240510-153746,003,240507maze_004,OOI,2,20.0,276,84,44,0.0405,240510
240510-153746,003,240507maze_004,OOI,3,42.0,276,84,45,0.0384,240510
240510-153746,003,240507maze_004,OOI,4,23.0,276,84,46,0.0379,240510
240510-122217,003,240507maze_004,OOI,0,20.0,102,27,42,0.0376,240510
240510-122217,003,240507maze_004,OOI,1,18.0,102,27,43,0.0378,240510
240510-122217,003,240507maze_004,OOI,2,13.0,102,27,44,0.0373,240510
240510-122217,003,240507maze_004,OOI,3,9.0,102,27,45,0.0363,240510
240510-122217,003,240507maze_004,OOI,4,14.0,102,27,46,0.0362,240510
240508-163458,007,240218_intuition_maze_003,OOI,0,40.0,276,117,42,0.0382,240508
240508-163458,007,240218_intuition_maze_003,OOI,1,28.0,276,117,43,0.0382,240508
240508-163458,007,240218_intuition_maze_003,OOI,2,33.0,276,117,44,0.0387,240508
240508-163458,007,240218_intuition_maze_003,OOI,3,32.0,276,117,45,0.039,240508
240508-163458,007,240218_intuition_maze_003,OOI,4,40.0,276,117,46,0.0415,240508
240507-221523,007,240218_intuition_maze_003,OOI,0,193.0,1676,72,42,0.0562,240507
240507-221523,007,240218_intuition_maze_003,OOI,1,128.0,1676,72,43,0.058,240507
240507-221523,007,240218_intuition_maze_003,OOI,2,43.0,1676,72,44,0.0593,240507
240507-221523,007,240218_intuition_maze_003,OOI,3,45.0,1676,72,45,0.0581,240507
240507-221523,007,240218_intuition_maze_003,OOI,4,107.0,1676,72,46,0.0563,240507
240504-233305,007,240218_intuition_maze_003,OOI,0,86.0,961,33,42,0.048,240504
240504-233305,007,240218_intuition_maze_003,OOI,1,74.0,961,33,43,0.0477,240504
240504-233305,007,240218_intuition_maze_003,OOI,2,37.0,961,33,44,0.0488,240504
240504-233305,007,240218_intuition_maze_003,OOI,3,43.0,961,33,45,0.0495,240504
240504-233305,007,240218_intuition_maze_003,OOI,4,68.0,961,33,46,0.0506,240504
240503-162432,007,240218_intuition_maze_003,OOI,0,101.0,989,10,42,0.0484,240503
240503-162432,007,240218_intuition_maze_003,OOI,1,74.0,989,10,43,0.0494,240503
240503-162432,007,240218_intuition_maze_003,OOI,2,41.0,989,10,44,0.0515,240503
240503-162432,007,240218_intuition_maze_003,OOI,3,43.0,989,10,45,0.0512,240503
240503-162432,007,240218_intuition_maze_003,OOI,4,68.0,989,10,46,0.0499,240503
240501-171554,007,240218_intuition_maze_003,OOI,0,59.0,400,15,42,0.0418,240501
240501-171554,007,240218_intuition_maze_003,OOI,1,28.0,400,15,43,0.0409,240501
240501-171554,007,240218_intuition_maze_003,OOI,2,33.0,400,15,44,0.0405,240501
240501-171554,007,240218_intuition_maze_003,OOI,3,38.0,400,15,45,0.0411,240501
240501-171554,007,240218_intuition_maze_003,OOI,4,40.0,400,15,46,0.0432,240501
240430-182903,003,240218_intuition_maze_003,OOI,0,50.0,366,25,42,0.0432,240430
240430-182903,003,240218_intuition_maze_003,OOI,1,28.0,366,25,43,0.0414,240430
240430-182903,003,240218_intuition_maze_003,OOI,2,33.0,366,25,44,0.0421,240430
240430-182903,003,240218_intuition_maze_003,OOI,3,36.0,366,25,45,0.0419,240430
240430-182903,003,240218_intuition_maze_003,OOI,4,40.0,366,25,46,0.0423,240430
240429-105006,003,240218_intuition_maze_003,OOI,0,40.0,258,20,42,0.046,240429
240429-105006,003,240218_intuition_maze_003,OOI,1,28.0,258,20,43,0.0413,240429
240429-105006,003,240218_intuition_maze_003,OOI,2,33.0,258,20,44,0.0408,240429
240429-105006,003,240218_intuition_maze_003,OOI,3,32.0,258,20,45,0.0411,240429
240429-105006,003,240218_intuition_maze_003,OOI,4,40.0,258,20,46,0.0401,240429
240428-155325,003,240218_intuition_maze_003,OOI,0,86.0,806,52,42,0.0464,240428
240428-155325,003,240218_intuition_maze_003,OOI,1,43.0,806,52,43,0.0494,240428
240428-155325,003,240218_intuition_maze_003,OOI,2,33.0,806,52,44,0.0469,240428
240428-155325,003,240218_intuition_maze_003,OOI,3,40.0,806,52,45,0.048,240428
240428-155325,003,240218_intuition_maze_003,OOI,4,68.0,806,52,46,0.047,240428
240426-143601,007,240218_intuition_maze_003,OOI,0,13.0,122,4,42,0.0381,240426
240426-143601,007,240218_intuition_maze_003,OOI,1,17.0,122,4,43,0.0386,240426
240426-143601,007,240218_intuition_maze_003,OOI,2,29.0,122,4,44,0.0366,240426
240426-143601,007,240218_intuition_maze_003,OOI,3,25.0,122,4,45,0.0373,240426
240426-143601,007,240218_intuition_maze_003,OOI,4,30.0,122,4,46,0.0376,240426
240425-213639,007,240218_intuition_maze_003,OOI,0,118.0,1046,67,42,0.0499,240425
240425-213639,007,240218_intuition_maze_003,OOI,1,76.0,1046,67,43,0.0488,240425
240425-213639,007,240218_intuition_maze_003,OOI,2,41.0,1046,67,44,0.0514,240425
240425-213639,007,240218_intuition_maze_003,OOI,3,43.0,1046,67,45,0.0517,240425
240425-213639,007,240218_intuition_maze_003,OOI,4,71.0,1046,67,46,0.0478,240425
240424-114249,007,240218_intuition_maze_003,OOI,0,85.0,710,37,42,0.0451,240424
240424-114249,007,240218_intuition_maze_003,OOI,1,39.0,710,37,43,0.0443,240424
240424-114249,007,240218_intuition_maze_003,OOI,2,33.0,710,37,44,0.0443,240424
240424-114249,007,240218_intuition_maze_003,OOI,3,40.0,710,37,45,0.0453,240424
240424-114249,007,240218_intuition_maze_003,OOI,4,68.0,710,37,46,0.0459,240424
240422-173957,007,240218_intuition_maze_003,OOI,0,40.0,318,30,42,0.0392,240422
240422-173957,007,240218_intuition_maze_003,OOI,1,28.0,318,30,43,0.0394,240422
240422-173957,007,240218_intuition_maze_003,OOI,2,33.0,318,30,44,0.0392,240422
240422-173957,007,240218_intuition_maze_003,OOI,3,33.0,318,30,45,0.0388,240422
240422-173957,007,240218_intuition_maze_003,OOI,4,40.0,318,30,46,0.0415,240422
240422-005057,007,240218_intuition_maze_003,OOI,0,101.0,990,60,42,0.048,240422
240422-005057,007,240218_intuition_maze_003,OOI,1,74.0,990,60,43,0.0481,240422
240422-005057,007,240218_intuition_maze_003,OOI,2,41.0,990,60,44,0.0486,240422
240422-005057,007,240218_intuition_maze_003,OOI,3,43.0,990,60,45,0.0507,240422
240422-005057,007,240218_intuition_maze_003,OOI,4,68.0,990,60,46,0.0493,240422
240418-224522,007,240218_intuition_maze_003,OOI,0,40.0,243,30,42,0.038,240418
240418-224522,007,240218_intuition_maze_003,OOI,1,25.0,243,30,43,0.0381,240418
240418-224522,007,240218_intuition_maze_003,OOI,2,33.0,243,30,44,0.0388,240418
240418-224522,007,240218_intuition_maze_003,OOI,3,32.0,243,30,45,0.0402,240418
240418-224522,007,240218_intuition_maze_003,OOI,4,40.0,243,30,46,0.0396,240418
240417-140814,007,240218_intuition_maze_003,OOI,0,61.0,446,71,42,0.0433,240417
240417-140814,007,240218_intuition_maze_003,OOI,1,30.0,446,71,43,0.0433,240417
240417-140814,007,240218_intuition_maze_003,OOI,2,33.0,446,71,44,0.041,240417
240417-140814,007,240218_intuition_maze_003,OOI,3,40.0,446,71,45,0.0422,240417
240417-140814,007,240218_intuition_maze_003,OOI,4,41.0,446,71,46,0.0411,240417
240416-101226,007,240218_intuition_maze_003,OOI,0,50.0,367,31,42,0.0408,240416
240416-101226,007,240218_intuition_maze_003,OOI,1,28.0,367,31,43,0.0409,240416
240416-101226,007,240218_intuition_maze_003,OOI,2,33.0,367,31,44,0.0408,240416
240416-101226,007,240218_intuition_maze_003,OOI,3,36.0,367,31,45,0.0407,240416
240416-101226,007,240218_intuition_maze_003,OOI,4,40.0,367,31,46,0.0408,240416
240415-115155,007,240218_intuition_maze_003,OOI,0,58.0,390,14,42,0.0409,240415
240415-115155,007,240218_intuition_maze_003,OOI,1,28.0,390,14,43,0.042,240415
240415-115155,007,240218_intuition_maze_003,OOI,2,33.0,390,14,44,0.0441,240415
240415-115155,007,240218_intuition_maze_003,OOI,3,37.0,390,14,45,0.0406,240415
240415-115155,007,240218_intuition_maze_003,OOI,4,40.0,390,14,46,0.04,240415
240414-160518,007,240218_intuition_maze_003,OOI,0,85.0,726,47,42,0.0451,240414
240414-160518,007,240218_intuition_maze_003,OOI,1,39.0,726,47,43,0.0459,240414
240414-160518,007,240218_intuition_maze_003,OOI,2,33.0,726,47,44,0.0484,240414
240414-160518,007,240218_intuition_maze_003,OOI,3,40.0,726,47,45,0.0461,240414
240414-160518,007,240218_intuition_maze_003,OOI,4,68.0,726,47,46,0.0446,240414
240413-044848,007,240218_intuition_maze_003,OOI,0,37.0,218,27,42,0.0386,240413
240413-044848,007,240218_intuition_maze_003,OOI,1,18.0,218,27,43,0.0386,240413
240413-044848,007,240218_intuition_maze_003,OOI,2,33.0,218,27,44,0.0378,240413
240413-044848,007,240218_intuition_maze_003,OOI,3,32.0,218,27,45,0.0384,240413
240413-044848,007,240218_intuition_maze_003,OOI,4,40.0,218,27,46,0.0418,240413
240307-221731,004,240218_intuition_maze_003,OOI,0,36.0,202,8,42,0.0386,240307
240307-221731,004,240218_intuition_maze_003,OOI,1,18.0,202,8,43,0.0372,240307
240307-221731,004,240218_intuition_maze_003,OOI,2,32.0,202,8,44,0.0383,240307
240307-221731,004,240218_intuition_maze_003,OOI,3,27.0,202,8,45,0.0371,240307
240307-221731,004,240218_intuition_maze_003,OOI,4,36.0,202,8,46,0.0372,240307
240307-201718,008,240218_intuition_maze_003,OOI,0,40.0,266,35,42,0.0389,240307
240307-201718,008,240218_intuition_maze_003,OOI,1,28.0,266,35,43,0.0391,240307
240307-201718,008,240218_intuition_maze_003,OOI,2,33.0,266,35,44,0.0384,240307
240307-201718,008,240218_intuition_maze_003,OOI,3,32.0,266,35,45,0.0391,240307
240307-201718,008,240218_intuition_maze_003,OOI,4,40.0,266,35,46,0.0397,240307
240307-183319,007,240218_intuition_maze_003,OOI,0,66.0,559,45,42,0.0433,240307
240307-183319,007,240218_intuition_maze_003,OOI,1,39.0,559,45,43,0.0459,240307
240307-183319,007,240218_intuition_maze_003,OOI,2,33.0,559,45,44,0.0487,240307
240307-183319,007,240218_intuition_maze_003,OOI,3,40.0,559,45,45,0.0428,240307
240307-183319,007,240218_intuition_maze_003,OOI,4,60.0,559,45,46,0.0426,240307
240307-162458,002,240218_intuition_maze_003,OOI,0,48.0,362,42,42,0.0402,240307
240307-162458,002,240218_intuition_maze_003,OOI,1,28.0,362,42,43,0.0423,240307
240307-162458,002,240218_intuition_maze_003,OOI,2,33.0,362,42,44,0.042,240307
240307-162458,002,240218_intuition_maze_003,OOI,3,36.0,362,42,45,0.0413,240307
240307-162458,002,240218_intuition_maze_003,OOI,4,40.0,362,42,46,0.0404,240307
240306-210028,004,240218_intuition_maze_003,OOI,0,36.0,194,36,42,0.0378,240306
240306-210028,004,240218_intuition_maze_003,OOI,1,18.0,194,36,43,0.0379,240306
240306-210028,004,240218_intuition_maze_003,OOI,2,30.0,194,36,44,0.0373,240306
240306-210028,004,240218_intuition_maze_003,OOI,3,25.0,194,36,45,0.0377,240306
240306-210028,004,240218_intuition_maze_003,OOI,4,36.0,194,36,46,0.0411,240306
240306-191216,008,240218_intuition_maze_003,OOI,0,40.0,354,25,42,0.0411,240306
240306-191216,008,240218_intuition_maze_003,OOI,1,28.0,354,25,43,0.0391,240306
240306-191216,008,240218_intuition_maze_003,OOI,2,33.0,354,25,44,0.0396,240306
240306-191216,008,240218_intuition_maze_003,OOI,3,35.0,354,25,45,0.04,240306
240306-191216,008,240218_intuition_maze_003,OOI,4,40.0,354,25,46,0.0404,240306
240306-165856,007,240218_intuition_maze_003,OOI,0,62.0,479,45,42,0.0412,240306
240306-165856,007,240218_intuition_maze_003,OOI,1,30.0,479,45,43,0.0447,240306
240306-165856,007,240218_intuition_maze_003,OOI,2,33.0,479,45,44,0.0422,240306
240306-165856,007,240218_intuition_maze_003,OOI,3,40.0,479,45,45,0.042,240306
240306-165856,007,240218_intuition_maze_003,OOI,4,41.0,479,45,46,0.0419,240306
240306-142016,002,240218_intuition_maze_003,OOI,0,40.0,271,21,42,0.0389,240306
240306-142016,002,240218_intuition_maze_003,OOI,1,28.0,271,21,43,0.0427,240306
240306-142016,002,240218_intuition_maze_003,OOI,2,33.0,271,21,44,0.0389,240306
240306-142016,002,240218_intuition_maze_003,OOI,3,32.0,271,21,45,0.0387,240306
240306-142016,002,240218_intuition_maze_003,OOI,4,40.0,271,21,46,0.039,240306
240305-204136,004,240218_intuition_maze_003,OOI,0,26.0,172,25,42,0.0376,240305
240305-204136,004,240218_intuition_maze_003,OOI,1,18.0,172,25,43,0.0397,240305
