exp_moment,animal_ID,maze,model,repeat_idx,total_reward,n_actions,mouse_reward,seed,elapsed_s,date_part
260210-142932,033,250311_latMaz101,VarMarkov,2,55.0,236,93,44,0.0413,260210
260210-142932,033,250311_latMaz101,VarMarkov,3,43.0,236,93,45,0.041,260210
260210-142932,033,250311_latMaz101,VarMarkov,4,42.0,236,93,46,0.0409,260210
260211-143636,033,250311_latMaz101,VarMarkov,0,74.0,283,92,42,0.0413,260211
260211-143636,033,250311_latMaz101,VarMarkov,1,58.0,283,92,43,0.0436,260211
260211-143636,033,250311_latMaz101,VarMarkov,2,72.0,283,92,44,0.0423,260211
260211-143636,033,250311_latMaz101,VarMarkov,3,53.0,283,92,45,0.0447,260211
260211-143636,033,250311_latMaz101,VarMarkov,4,49.0,283,92,46,0.0451,260211
260213-001923,033,250311_latMaz101,VarMarkov,0,60.0,250,102,42,0.0412,260213
260213-001923,033,250311_latMaz101,VarMarkov,1,49.0,250,102,43,0.0404,260213
260213-001923,033,250311_latMaz101,VarMarkov,2,61.0,250,102,44,0.0406,260213
260213-001923,033,250311_latMaz101,VarMarkov,3,47.0,250,102,45,0.0423,260213
260213-001923,033,250311_latMaz101,VarMarkov,4,42.0,250,102,46,0.041,260213
260213-223917,033,250311_latMaz101,VarMarkov,0,64.0,257,97,42,0.0413,260213
260213-223917,033,250311_latMaz101,VarMarkov,1,49.0,257,97,43,0.0425,260213
260213-223917,033,250311_latMaz101,VarMarkov,2,62.0,257,97,44,0.0423,260213
260213-223917,033,250311_latMaz101,VarMarkov,3,49.0,257,97,45,0.0418,260213
260213-223917,033,250311_latMaz101,VarMarkov,4,42.0,257,97,46,0.041,260213
260216-230300,033,250311_latMaz101,VarMarkov,0,67.0,270,107,42,0.0435,260216
260216-230300,033,250311_latMaz101,VarMarkov,1,53.0,270,107,43,0.0442,260216
260216-230300,033,250311_latMaz101,VarMarkov,2,68.0,270,107,44,0.0418,260216
260216-230300,033,250311_latMaz101,VarMarkov,3,51.0,270,107,45,0.0408,260216
260216-230300,033,250311_latMaz101,VarMarkov,4,47.0,270,107,46,0.0398,260216
260217-193501,033,250311_latMaz101,VarMarkov,0,54.0,242,57,42,0.0412,260217
260217-193501,033,250311_latMaz101,VarMarkov,1,47.0,242,57,43,0.0412,260217
260217-193501,033,250311_latMaz101,VarMarkov,2,56.0,242,57,44,0.0412,260217
260217-193501,033,250311_latMaz101,VarMarkov,3,46.0,242,57,45,0.041,260217
260217-193501,033,250311_latMaz101,VarMarkov,4,42.0,242,57,46,0.041,260217
260218-180723,033,250311_latMaz103,VarMarkov,0,12.0,291,55,42,0.0411,260218
260218-180723,033,250311_latMaz103,VarMarkov,1,84.0,291,55,43,0.0412,260218
260218-180723,033,250311_latMaz103,VarMarkov,2,44.0,291,55,44,0.0456,260218
260218-180723,033,250311_latMaz103,VarMarkov,3,51.0,291,55,45,0.045,260218
260218-180723,033,250311_latMaz103,VarMarkov,4,28.0,291,55,46,0.043,260218
260219-233238,033,250311_latMaz103,VarMarkov,0,8.0,10,10,42,0.0361,260219
260219-233238,033,250311_latMaz103,VarMarkov,1,7.0,10,10,43,0.0345,260219
260219-233238,033,250311_latMaz103,VarMarkov,2,5.0,10,10,44,0.0353,260219
260219-233238,033,250311_latMaz103,VarMarkov,3,4.0,10,10,45,0.0361,260219
260219-233238,033,250311_latMaz103,VarMarkov,4,7.0,10,10,46,0.0352,260219
260219-233757,033,250311_latMaz103,VarMarkov,0,12.0,175,36,42,0.0385,260219
260219-233757,033,250311_latMaz103,VarMarkov,1,62.0,175,36,43,0.0392,260219
260219-233757,033,250311_latMaz103,VarMarkov,2,23.0,175,36,44,0.0394,260219
260219-233757,033,250311_latMaz103,VarMarkov,3,37.0,175,36,45,0.0384,260219
260219-233757,033,250311_latMaz103,VarMarkov,4,12.0,175,36,46,0.0392,260219
260220-185055,033,250311_latMaz103,VarMarkov,0,12.0,246,36,42,0.0422,260220
260220-185055,033,250311_latMaz103,VarMarkov,1,80.0,246,36,43,0.042,260220
260220-185055,033,250311_latMaz103,VarMarkov,2,28.0,246,36,44,0.0402,260220
260220-185055,033,250311_latMaz103,VarMarkov,3,51.0,246,36,45,0.0409,260220
260220-185055,033,250311_latMaz103,VarMarkov,4,26.0,246,36,46,0.0404,260220
260222-190726,033,250311_latMaz103,VarMarkov,0,12.0,151,60,42,0.0387,260222
260222-190726,033,250311_latMaz103,VarMarkov,1,51.0,151,60,43,0.0394,260222
260222-190726,033,250311_latMaz103,VarMarkov,2,12.0,151,60,44,0.0392,260222
260222-190726,033,250311_latMaz103,VarMarkov,3,33.0,151,60,45,0.0388,260222
260222-190726,033,250311_latMaz103,VarMarkov,4,12.0,151,60,46,0.0385,260222
260223-191545,033,250311_latMaz103,VarMarkov,0,12.0,131,50,42,0.0382,260223
260223-191545,033,250311_latMaz103,VarMarkov,1,39.0,131,50,43,0.0388,260223
260223-191545,033,250311_latMaz103,VarMarkov,2,9.0,131,50,44,0.0399,260223
260223-191545,033,250311_latMaz103,VarMarkov,3,28.0,131,50,45,0.042,260223
260223-191545,033,250311_latMaz103,VarMarkov,4,12.0,131,50,46,0.0393,260223
260124-225237,033,250311_latMaz101,OOI,0,55.0,258,138,42,0.0392,260124
260124-225237,033,250311_latMaz101,OOI,1,41.0,258,138,43,0.0391,260124
260124-225237,033,250311_latMaz101,OOI,2,14.0,258,138,44,0.0387,260124
260124-225237,033,250311_latMaz101,OOI,3,50.0,258,138,45,0.0383,260124
260124-225237,033,250311_latMaz101,OOI,4,68.0,258,138,46,0.0386,260124
260123-141609,033,250311_latMaz101,OOI,0,38.0,98,51,42,0.0376,260123
260123-141609,033,250311_latMaz101,OOI,1,18.0,98,51,43,0.0375,260123
260123-141609,033,250311_latMaz101,OOI,2,13.0,98,51,44,0.0371,260123
260123-141609,033,250311_latMaz101,OOI,3,26.0,98,51,45,0.037,260123
260123-141609,033,250311_latMaz101,OOI,4,26.0,98,51,46,0.0365,260123
260122-174904,033,250311_latMaz101,OOI,0,9.0,16,4,42,0.0362,260122
260122-174904,033,250311_latMaz101,OOI,1,7.0,16,4,43,0.0382,260122
260122-174904,033,250311_latMaz101,OOI,2,12.0,16,4,44,0.0366,260122
260122-174904,033,250311_latMaz101,OOI,3,9.0,16,4,45,0.0355,260122
260122-174904,033,250311_latMaz101,OOI,4,8.0,16,4,46,0.036,260122
260121-174047,033,250311_latMaz101,OOI,0,30.0,157,28,42,0.0393,260121
260121-174047,033,250311_latMaz101,OOI,1,42.0,157,28,43,0.0389,260121
260121-174047,033,250311_latMaz101,OOI,2,54.0,157,28,44,0.0375,260121
260121-174047,033,250311_latMaz101,OOI,3,14.0,157,28,45,0.0376,260121
260121-174047,033,250311_latMaz101,OOI,4,34.0,157,28,46,0.0381,260121
260119-172108,033,250311_latMaz101,OOI,0,42.0,195,28,42,0.039,260119
260119-172108,033,250311_latMaz101,OOI,1,48.0,195,28,43,0.039,260119
260119-172108,033,250311_latMaz101,OOI,2,64.0,195,28,44,0.04,260119
260119-172108,033,250311_latMaz101,OOI,3,14.0,195,28,45,0.0404,260119
260119-172108,033,250311_latMaz101,OOI,4,47.0,195,28,46,0.0417,260119
260117-175942,033,250311_latMaz101,OOI,0,28.0,135,24,42,0.0402,260117
260117-175942,033,250311_latMaz101,OOI,1,30.0,135,24,43,0.0372,260117
260117-175942,033,250311_latMaz101,OOI,2,50.0,135,24,44,0.0379,260117
260117-175942,033,250311_latMaz101,OOI,3,14.0,135,24,45,0.0382,260117
260117-175942,033,250311_latMaz101,OOI,4,28.0,135,24,46,0.0387,260117
260116-175247,033,250311_latMaz101,OOI,0,40.0,179,95,42,0.0389,260116
260116-175247,033,250311_latMaz101,OOI,1,48.0,179,95,43,0.0384,260116
260116-175247,033,250311_latMaz101,OOI,2,54.0,179,95,44,0.0387,260116
260116-175247,033,250311_latMaz101,OOI,3,14.0,179,95,45,0.0392,260116
260116-175247,033,250311_latMaz101,OOI,4,41.0,179,95,46,0.0385,260116
260115-151117,033,250311_latMaz101,OOI,0,6.0,12,10,42,0.0358,260115
260115-151117,033,250311_latMaz101,OOI,1,6.0,12,10,43,0.0361,260115
260115-151117,033,250311_latMaz101,OOI,2,9.0,12,10,44,0.0383,260115
260115-151117,033,250311_latMaz101,OOI,3,9.0,12,10,45,0.0353,260115
260115-151117,033,250311_latMaz101,OOI,4,6.0,12,10,46,0.0349,260115
251231-172527,031,250311_latMaz101,OOI,0,28.0,121,13,42,0.0373,251231
251231-172527,031,250311_latMaz101,OOI,1,24.0,121,13,43,0.036,251231
251231-172527,031,250311_latMaz101,OOI,2,47.0,121,13,44,0.038,251231
251231-172527,031,250311_latMaz101,OOI,3,14.0,121,13,45,0.039,251231
251231-172527,031,250311_latMaz101,OOI,4,22.0,121,13,46,0.0366,251231
251230-171810,031,250311_latMaz101,OOI,0,33.0,171,7,42,0.037,251230
251230-171810,031,250311_latMaz101,OOI,1,46.0,171,7,43,0.0377,251230
251230-171810,031,250311_latMaz101,OOI,2,54.0,171,7,44,0.0379,251230
251230-171810,031,250311_latMaz101,OOI,3,14.0,171,7,45,0.0379,251230
251230-171810,031,250311_latMaz101,OOI,4,38.0,171,7,46,0.0383,251230
251229-180544,031,250311_latMaz101,OOI,0,54.0,318,70,42,0.043,251229
251229-180544,031,250311_latMaz101,OOI,1,70.0,318,70,43,0.0426,251229
251229-180544,031,250311_latMaz101,OOI,2,81.0,318,70,44,0.0403,251229
251229-180544,031,250311_latMaz101,OOI,3,24.0,318,70,45,0.0402,251229
251229-180544,031,250311_latMaz101,OOI,4,80.0,318,70,46,0.0394,251229
251228-174043,031,250311_latMaz103,OOI,0,12.0,195,13,42,0.0392,251228
251228-174043,031,250311_latMaz103,OOI,1,35.0,195,13,43,0.039,251228
251228-174043,031,250311_latMaz103,OOI,2,42.0,195,13,44,0.0385,251228
251228-174043,031,250311_latMaz103,OOI,3,49.0,195,13,45,0.0376,251228
251228-174043,031,250311_latMaz103,OOI,4,28.0,195,13,46,0.0377,251228
251227-174332,031,250311_latMaz103,OOI,0,12.0,247,50,42,0.0389,251227
251227-174332,031,250311_latMaz103,OOI,1,50.0,247,50,43,0.0386,251227
251227-174332,031,250311_latMaz103,OOI,2,42.0,247,50,44,0.0382,251227
251227-174332,031,250311_latMaz103,OOI,3,50.0,247,50,45,0.0419,251227
251227-174332,031,250311_latMaz103,OOI,4,33.0,247,50,46,0.0387,251227
251226-181307,031,250311_latMaz103,OOI,0,12.0,208,49,42,0.0375,251226
251226-181307,031,250311_latMaz103,OOI,1,35.0,208,49,43,0.0385,251226
251226-181307,031,250311_latMaz103,OOI,2,42.0,208,49,44,0.0382,251226
251226-181307,031,250311_latMaz103,OOI,3,50.0,208,49,45,0.0383,251226
251226-181307,031,250311_latMaz103,OOI,4,28.0,208,49,46,0.0386,251226
251225-181630,031,250311_latMaz103,OOI,0,12.0,178,53,42,0.038,251225
251225-181630,031,250311_latMaz103,OOI,1,33.0,178,53,43,0.0419,251225
251225-181630,031,250311_latMaz103,OOI,2,42.0,178,53,44,0.0427,251225
251225-181630,031,250311_latMaz103,OOI,3,42.0,178,53,45,0.0432,251225
251225-181630,031,250311_latMaz103,OOI,4,22.0,178,53,46,0.0393,251225
251224-181729,031,250311_latMaz103,OOI,0,10.0,80,7,42,0.0375,251224
251224-181729,031,250311_latMaz103,OOI,1,13.0,80,7,43,0.0451,251224
251224-181729,031,250311_latMaz103,OOI,2,28.0,80,7,44,0.0393,251224
251224-181729,031,250311_latMaz103,OOI,3,28.0,80,7,45,0.0376,251224
251224-181729,031,250311_latMaz103,OOI,4,7.0,80,7,46,0.0367,251224
251222-194856,031,250311_latMaz103,OOI,0,12.0,212,7,42,0.0405,251222
251222-194856,031,250311_latMaz103,OOI,1,35.0,212,7,43,0.04,251222
251222-194856,031,250311_latMaz103,OOI,2,42.0,212,7,44,0.0404,251222
251222-194856,031,250311_latMaz103,OOI,3,50.0,212,7,45,0.0408,251222
251222-194856,031,250311_latMaz103,OOI,4,28.0,212,7,46,0.0388,251222
251221-193410,031,250311_latMaz103,OOI,0,49.0,529,151,42,0.0438,251221
251221-193410,031,250311_latMaz103,OOI,1,92.0,529,151,43,0.0443,251221
251221-193410,031,250311_latMaz103,OOI,2,68.0,529,151,44,0.0444,251221
251221-193410,031,250311_latMaz103,OOI,3,70.0,529,151,45,0.0461,251221
251221-193410,031,250311_latMaz103,OOI,4,62.0,529,151,46,0.0449,251221
251220-165800,031,250311_latMaz103,OOI,0,98.0,695,218,42,0.0463,251220
251220-165800,031,250311_latMaz103,OOI,1,96.0,695,218,43,0.0447,251220
251220-165800,031,250311_latMaz103,OOI,2,84.0,695,218,44,0.0458,251220
251220-165800,031,250311_latMaz103,OOI,3,107.0,695,218,45,0.0466,251220
251220-165800,031,250311_latMaz103,OOI,4,96.0,695,218,46,0.0456,251220
251130-232218,031,250311_latMaz103,OOI,0,12.0,239,55,42,0.0391,251130
251130-232218,031,250311_latMaz103,OOI,1,49.0,239,55,43,0.0385,251130
251130-232218,031,250311_latMaz103,OOI,2,42.0,239,55,44,0.0387,251130
251130-232218,031,250311_latMaz103,OOI,3,50.0,239,55,45,0.0409,251130
251130-232218,031,250311_latMaz103,OOI,4,33.0,239,55,46,0.0432,251130
251130-134624,031,250311_latMaz103,OOI,0,12.0,270,82,42,0.0442,251130
251130-134624,031,250311_latMaz103,OOI,1,60.0,270,82,43,0.0431,251130
251130-134624,031,250311_latMaz103,OOI,2,42.0,270,82,44,0.0443,251130
251130-134624,031,250311_latMaz103,OOI,3,50.0,270,82,45,0.0404,251130
251130-134624,031,250311_latMaz103,OOI,4,42.0,270,82,46,0.0401,251130
251129-155326,031,250311_latMaz101,OOI,0,55.0,420,153,42,0.0412,251129
251129-155326,031,250311_latMaz101,OOI,1,83.0,420,153,43,0.042,251129
251129-155326,031,250311_latMaz101,OOI,2,96.0,420,153,44,0.041,251129
251129-155326,031,250311_latMaz101,OOI,3,42.0,420,153,45,0.0407,251129
251129-155326,031,250311_latMaz101,OOI,4,92.0,420,153,46,0.0426,251129
251128-125956,031,250311_latMaz101,OOI,0,50.0,271,69,42,0.0393,251128
251128-125956,031,250311_latMaz101,OOI,1,69.0,271,69,43,0.0411,251128
251128-125956,031,250311_latMaz101,OOI,2,80.0,271,69,44,0.0406,251128
251128-125956,031,250311_latMaz101,OOI,3,16.0,271,69,45,0.0383,251128
251128-125956,031,250311_latMaz101,OOI,4,75.0,271,69,46,0.0385,251128
251127-113857,031,250311_latMaz101,OOI,0,28.0,140,12,42,0.0376,251127
251127-113857,031,250311_latMaz101,OOI,1,34.0,140,12,43,0.0377,251127
251127-113857,031,250311_latMaz101,OOI,2,51.0,140,12,44,0.0375,251127
251127-113857,031,250311_latMaz101,OOI,3,14.0,140,12,45,0.0389,251127
251127-113857,031,250311_latMaz101,OOI,4,32.0,140,12,46,0.0378,251127
251126-135239,031,250311_latMaz101,OOI,0,54.0,317,125,42,0.0407,251126
251126-135239,031,250311_latMaz101,OOI,1,70.0,317,125,43,0.0403,251126
251126-135239,031,250311_latMaz101,OOI,2,81.0,317,125,44,0.0391,251126
251126-135239,031,250311_latMaz101,OOI,3,24.0,317,125,45,0.039,251126
251126-135239,031,250311_latMaz101,OOI,4,80.0,317,125,46,0.0444,251126
251125-162636,031,250311_latMaz101,OOI,0,54.0,327,96,42,0.0427,251125
251125-162636,031,250311_latMaz101,OOI,1,70.0,327,96,43,0.0413,251125
251125-162636,031,250311_latMaz101,OOI,2,81.0,327,96,44,0.0406,251125
251125-162636,031,250311_latMaz101,OOI,3,24.0,327,96,45,0.0398,251125
251125-162636,031,250311_latMaz101,OOI,4,80.0,327,96,46,0.0398,251125
251124-164313,031,250311_latMaz101,OOI,0,54.0,306,66,42,0.0399,251124
251124-164313,031,250311_latMaz101,OOI,1,70.0,306,66,43,0.0405,251124
251124-164313,031,250311_latMaz101,OOI,2,81.0,306,66,44,0.0404,251124
251124-164313,031,250311_latMaz101,OOI,3,24.0,306,66,45,0.0401,251124
251124-164313,031,250311_latMaz101,OOI,4,80.0,306,66,46,0.0397,251124
251123-125720,031,250311_latMaz101,OOI,0,50.0,219,11,42,0.0382,251123
251123-125720,031,250311_latMaz101,OOI,1,52.0,219,11,43,0.0403,251123
251123-125720,031,250311_latMaz101,OOI,2,75.0,219,11,44,0.0403,251123
251123-125720,031,250311_latMaz101,OOI,3,14.0,219,11,45,0.0386,251123
251123-125720,031,250311_latMaz101,OOI,4,59.0,219,11,46,0.0393,251123
251122-140850,031,250311_latMaz103,OOI,0,12.0,156,7,42,0.0385,251122
251122-140850,031,250311_latMaz103,OOI,1,30.0,156,7,43,0.0389,251122
251122-140850,031,250311_latMaz103,OOI,2,39.0,156,7,44,0.0384,251122
251122-140850,031,250311_latMaz103,OOI,3,41.0,156,7,45,0.0401,251122
251122-140850,031,250311_latMaz103,OOI,4,17.0,156,7,46,0.0382,251122
251121-141557,031,250311_latMaz103,OOI,0,12.0,207,32,42,0.0384,251121
251121-141557,031,250311_latMaz103,OOI,1,35.0,207,32,43,0.039,251121
251121-141557,031,250311_latMaz103,OOI,2,42.0,207,32,44,0.0385,251121
251121-141557,031,250311_latMaz103,OOI,3,50.0,207,32,45,0.0377,251121
251121-141557,031,250311_latMaz103,OOI,4,28.0,207,32,46,0.0409,251121
251120-132717,031,250311_latMaz101,OOI,0,54.0,296,35,42,0.0431,251120
251120-132717,031,250311_latMaz101,OOI,1,70.0,296,35,43,0.0427,251120
251120-132717,031,250311_latMaz101,OOI,2,81.0,296,35,44,0.0406,251120
251120-132717,031,250311_latMaz101,OOI,3,24.0,296,35,45,0.0394,251120
251120-132717,031,250311_latMaz101,OOI,4,75.0,296,35,46,0.0409,251120
251119-171644,031,250311_latMaz100,OOI,0,88.0,546,127,42,0.0432,251119
251119-171644,031,250311_latMaz100,OOI,1,165.0,546,127,43,0.043,251119
251119-171644,031,250311_latMaz100,OOI,2,126.0,546,127,44,0.0432,251119
251119-171644,031,250311_latMaz100,OOI,3,100.0,546,127,45,0.0432,251119
251119-171644,031,250311_latMaz100,OOI,4,50.0,546,127,46,0.0441,251119
251116-180749,033,250311_latMaz101,OOI,0,28.0,89,28,42,0.0364,251116
251116-180749,033,250311_latMaz101,OOI,1,28.0,89,28,43,0.0381,251116
251116-180749,033,250311_latMaz101,OOI,2,26.0,89,28,44,0.0391,251116
251116-180749,033,250311_latMaz101,OOI,3,24.0,89,28,45,0.0382,251116
251116-180749,033,250311_latMaz101,OOI,4,27.0,89,28,46,0.0374,251116
251115-180903,033,250311_latMaz101,OOI,0,22.0,96,25,42,0.0366,251115
251115-180903,033,250311_latMaz101,OOI,1,14.0,96,25,43,0.0378,251115
251115-180903,033,250311_latMaz101,OOI,2,27.0,96,25,44,0.0366,251115
251115-180903,033,250311_latMaz101,OOI,3,42.0,96,25,45,0.0365,251115
251115-180903,033,250311_latMaz101,OOI,4,13.0,96,25,46,0.0371,251115
251113-230441,033,250311_latMaz101,OOI,0,12.0,67,28,42,0.037,251113
251113-230441,033,250311_latMaz101,OOI,1,14.0,67,28,43,0.0371,251113
251113-230441,033,250311_latMaz101,OOI,2,27.0,67,28,44,0.0372,251113
251113-230441,033,250311_latMaz101,OOI,3,27.0,67,28,45,0.0369,251113
251113-230441,033,250311_latMaz101,OOI,4,8.0,67,28,46,0.0371,251113
251112-225928,033,250311_latMaz101,OOI,0,22.0,90,27,42,0.0411,251112
251112-225928,033,250311_latMaz101,OOI,1,14.0,90,27,43,0.0375,251112
251112-225928,033,250311_latMaz101,OOI,2,27.0,90,27,44,0.0375,251112
251112-225928,033,250311_latMaz101,OOI,3,39.0,90,27,45,0.037,251112
251112-225928,033,250311_latMaz101,OOI,4,8.0,90,27,46,0.0364,251112
251111-225736,033,250311_latMaz103,OOI,0,22.0,69,14,42,0.0361,251111
251111-225736,033,250311_latMaz103,OOI,1,11.0,69,14,43,0.0371,251111
251111-225736,033,250311_latMaz103,OOI,2,18.0,69,14,44,0.0368,251111
251111-225736,033,250311_latMaz103,OOI,3,16.0,69,14,45,0.037,251111
251111-225736,033,250311_latMaz103,OOI,4,11.0,69,14,46,0.0365,251111
251110-231922,033,250311_latMaz103,OOI,0,13.0,23,10,42,0.0361,251110
251110-231922,033,250311_latMaz103,OOI,1,9.0,23,10,43,0.0354,251110
251110-231922,033,250311_latMaz103,OOI,2,11.0,23,10,44,0.0351,251110
251110-231922,033,250311_latMaz103,OOI,3,9.0,23,10,45,0.0379,251110
251110-231922,033,250311_latMaz103,OOI,4,11.0,23,10,46,0.0367,251110
251109-230458,033,250311_latMaz103,OOI,0,19.0,51,14,42,0.0355,251109
251109-230458,033,250311_latMaz103,OOI,1,10.0,51,14,43,0.0368,251109
251109-230458,033,250311_latMaz103,OOI,2,13.0,51,14,44,0.0355,251109
251109-230458,033,250311_latMaz103,OOI,3,10.0,51,14,45,0.0357,251109
251109-230458,033,250311_latMaz103,OOI,4,11.0,51,14,46,0.0362,251109
251108-230846,033,250311_latMaz101,OOI,0,24.0,128,57,42,0.0379,251108
251108-230846,033,250311_latMaz101,OOI,1,17.0,128,57,43,0.0382,251108
251108-230846,033,250311_latMaz101,OOI,2,36.0,128,57,44,0.038,251108
251108-230846,033,250311_latMaz101,OOI,3,45.0,128,57,45,0.0372,251108
251108-230846,033,250311_latMaz101,OOI,4,21.0,128,57,46,0.0377,251108
251107-230429,033,250311_latMaz101,OOI,0,24.0,146,60,42,0.0375,251107
251107-230429,033,250311_latMaz101,OOI,1,26.0,146,60,43,0.0368,251107
251107-230429,033,250311_latMaz101,OOI,2,36.0,146,60,44,0.0413,251107
251107-230429,033,250311_latMaz101,OOI,3,52.0,146,60,45,0.0382,251107
251107-230429,033,250311_latMaz101,OOI,4,25.0,146,60,46,0.0377,251107
251106-230142,033,250311_latMaz100,OOI,0,39.0,285,77,42,0.0388,251106
251106-230142,033,250311_latMaz100,OOI,1,64.0,285,77,43,0.0391,251106
251106-230142,033,250311_latMaz100,OOI,2,77.0,285,77,44,0.0392,251106
251106-230142,033,250311_latMaz100,OOI,3,50.0,285,77,45,0.0402,251106
251106-230142,033,250311_latMaz100,OOI,4,19.0,285,77,46,0.04,251106
251105-230500,033,250311_latMaz100,OOI,0,34.0,172,80,42,0.0375,251105
251105-230500,033,250311_latMaz100,OOI,1,48.0,172,80,43,0.0381,251105
251105-230500,033,250311_latMaz100,OOI,2,44.0,172,80,44,0.0383,251105
251105-230500,033,250311_latMaz100,OOI,3,35.0,172,80,45,0.0376,251105
251105-230500,033,250311_latMaz100,OOI,4,18.0,172,80,46,0.0383,251105
251104-230415,033,250311_latMaz100,OOI,0,19.0,87,27,42,0.0398,251104
251104-230415,033,250311_latMaz100,OOI,1,28.0,87,27,43,0.0367,251104
251104-230415,033,250311_latMaz100,OOI,2,27.0,87,27,44,0.0356,251104
251104-230415,033,250311_latMaz100,OOI,3,30.0,87,27,45,0.0362,251104
251104-230415,033,250311_latMaz100,OOI,4,6.0,87,27,46,0.0364,251104
250323-145015,030,250311_latMaz106,OOI,0,131.0,1106,448,42,0.0514,250323
250323-145015,030,250311_latMaz106,OOI,1,138.0,1106,448,43,0.0521,250323
250323-145015,030,250311_latMaz106,OOI,2,102.0,1106,448,44,0.0521,250323
250323-145015,030,250311_latMaz106,OOI,3,148.0,1106,448,45,0.0506,250323
250323-145015,030,250311_latMaz106,OOI,4,130.0,1106,448,46,0.0505,250323
250320-160819,030,250311_latMaz107,OOI,0,53.0,284,32,42,0.0407,250320
250320-160819,030,250311_latMaz107,OOI,1,18.0,284,32,43,0.0436,250320
250320-160819,030,250311_latMaz107,OOI,2,19.0,284,32,44,0.0417,250320
250320-160819,030,250311_latMaz107,OOI,3,15.0,284,32,45,0.0407,250320
